date,origin,destination,cargo_type,vessel_type,freight_rate_usd_mt,bdi,oil_price,commodity_price,distance_nm,data_source
2024-01-02,Dhamra,Singapore,steel_coils,Handymax,24.82,1840,83.44,264.53,2100,SYNTHETIC
2024-01-02,Richards Bay,Rotterdam,coal,Panamax,13.88,1840,83.44,122.17,5200,SYNTHETIC
2024-01-02,Newcastle,Qingdao,coal,Panamax,14.72,1840,83.44,122.17,4200,SYNTHETIC
2024-01-02,Baltimore,Rotterdam,grain,Handymax,25.46,1840,83.44,264.53,3400,SYNTHETIC
2024-01-02,Norfolk,Rotterdam,grain,Panamax,19.41,1840,83.44,264.53,3300,SYNTHETIC
2024-01-02,Paradip,Rotterdam,iron_ore,Handymax,20.89,1840,83.44,122.09,4800,SYNTHETIC
2024-01-02,Visakhapatnam,Rotterdam,iron_ore,Panamax,12.75,1840,83.44,122.09,4700,SYNTHETIC
2024-01-02,Port Hedland,Rotterdam,iron_ore,Capesize,7.25,1840,83.44,122.09,8200,SYNTHETIC
2024-01-09,Paradip,Rotterdam,iron_ore,Panamax,13.26,1816,82.41,124.94,4800,SYNTHETIC
2024-01-09,Port Hedland,Qingdao,iron_ore,Capesize,8.65,1816,82.41,124.94,4000,SYNTHETIC
2024-01-09,Port Hedland,Gangavaram,coal,Capesize,8.77,1816,82.41,106.96,3800,SYNTHETIC
2024-01-09,Samarinda,Gangavaram,coal,Panamax,12.12,1816,82.41,106.96,2200,SYNTHETIC
2024-01-09,Samarinda,Shanghai,coal,Supramax,15.59,1816,82.41,106.96,2600,SYNTHETIC
2024-01-09,Paradip,Rotterdam,grain,Supramax,18.18,1816,82.41,244.94,4800,SYNTHETIC
2024-01-09,Paradip,Singapore,steel_coils,Handysize,32.19,1816,82.41,244.94,1900,SYNTHETIC
2024-01-09,Dhamra,Singapore,steel_coils,Handymax,24.78,1816,82.41,244.94,2100,SYNTHETIC
2024-01-09,Richards Bay,Rotterdam,coal,Panamax,15.43,1816,82.41,106.96,5200,SYNTHETIC
2024-01-09,Newcastle,Qingdao,coal,Panamax,14.76,1816,82.41,106.96,4200,SYNTHETIC
2024-01-09,Baltimore,Rotterdam,grain,Handymax,25.71,1816,82.41,244.94,3400,SYNTHETIC
2024-01-09,Norfolk,Rotterdam,grain,Panamax,19.29,1816,82.41,244.94,3300,SYNTHETIC
2024-01-09,Paradip,Rotterdam,iron_ore,Handymax,20.09,1816,82.41,124.94,4800,SYNTHETIC
2024-01-09,Visakhapatnam,Rotterdam,iron_ore,Panamax,13.03,1816,82.41,124.94,4700,SYNTHETIC
2024-01-09,Port Hedland,Rotterdam,iron_ore,Capesize,7.2,1816,82.41,124.94,8200,SYNTHETIC
2024-01-16,Paradip,Rotterdam,iron_ore,Panamax,13.15,1643,78.71,116.1,4800,SYNTHETIC
2024-01-16,Port Hedland,Qingdao,iron_ore,Capesize,7.37,1643,78.71,116.1,4000,SYNTHETIC
2024-01-16,Port Hedland,Gangavaram,coal,Capesize,7.87,1643,78.71,121.01,3800,SYNTHETIC
2024-01-16,Samarinda,Gangavaram,coal,Panamax,10.96,1643,78.71,121.01,2200,SYNTHETIC
2024-01-16,Samarinda,Shanghai,coal,Supramax,13.85,1643,78.71,121.01,2600,SYNTHETIC
2024-01-16,Paradip,Rotterdam,grain,Supramax,16.9,1643,78.71,252.2,4800,SYNTHETIC
2024-01-16,Paradip,Singapore,steel_coils,Handysize,30.93,1643,78.71,252.2,1900,SYNTHETIC
2024-01-16,Dhamra,Singapore,steel_coils,Handymax,23.23,1643,78.71,252.2,2100,SYNTHETIC
2024-01-16,Richards Bay,Rotterdam,coal,Panamax,15.2,1643,78.71,121.01,5200,SYNTHETIC
2024-01-16,Newcastle,Qingdao,coal,Panamax,13.09,1643,78.71,121.01,4200,SYNTHETIC
2024-01-16,Baltimore,Rotterdam,grain,Handymax,22.51,1643,78.71,252.2,3400,SYNTHETIC
2024-01-16,Norfolk,Rotterdam,grain,Panamax,19.49,1643,78.71,252.2,3300,SYNTHETIC
2024-01-16,Paradip,Rotterdam,iron_ore,Handymax,18.59,1643,78.71,116.1,4800,SYNTHETIC
2024-01-16,Visakhapatnam,Rotterdam,iron_ore,Panamax,14.0,1643,78.71,116.1,4700,SYNTHETIC
2024-01-16,Port Hedland,Rotterdam,iron_ore,Capesize,6.25,1643,78.71,116.1,8200,SYNTHETIC
2024-01-23,Paradip,Rotterdam,iron_ore,Panamax,13.22,1944,84.0,108.13,4800,SYNTHETIC
2024-01-23,Port Hedland,Qingdao,iron_ore,Capesize,9.14,1944,84.0,108.13,4000,SYNTHETIC
2024-01-23,Port Hedland,Gangavaram,coal,Capesize,9.13,1944,84.0,144.27,3800,SYNTHETIC
2024-01-23,Samarinda,Gangavaram,coal,Panamax,13.08,1944,84.0,144.27,2200,SYNTHETIC
2024-01-23,Samarinda,Shanghai,coal,Supramax,16.34,1944,84.0,144.27,2600,SYNTHETIC
2024-01-23,Paradip,Rotterdam,grain,Supramax,18.05,1944,84.0,234.97,4800,SYNTHETIC
2024-01-23,Paradip,Singapore,steel_coils,Handysize,32.26,1944,84.0,234.97,1900,SYNTHETIC
2024-01-23,Dhamra,Singapore,steel_coils,Handymax,28.16,1944,84.0,234.97,2100,SYNTHETIC
2024-01-23,Richards Bay,Rotterdam,coal,Panamax,15.42,1944,84.0,144.27,5200,SYNTHETIC
2024-01-23,Newcastle,Qingdao,coal,Panamax,15.33,1944,84.0,144.27,4200,SYNTHETIC
2024-01-23,Baltimore,Rotterdam,grain,Handymax,24.44,1944,84.0,234.97,3400,SYNTHETIC
2024-01-23,Norfolk,Rotterdam,grain,Panamax,21.18,1944,84.0,234.97,3300,SYNTHETIC
2024-01-23,Paradip,Rotterdam,iron_ore,Handymax,19.53,1944,84.0,108.13,4800,SYNTHETIC
2024-01-23,Visakhapatnam,Rotterdam,iron_ore,Panamax,13.31,1944,84.0,108.13,4700,SYNTHETIC
2024-01-23,Port Hedland,Rotterdam,iron_ore,Capesize,7.78,1944,84.0,108.13,8200,SYNTHETIC
2024-01-30,Paradip,Rotterdam,iron_ore,Panamax,13.06,1985,92.4,99.09,4800,SYNTHETIC
2024-01-30,Port Hedland,Qingdao,iron_ore,Capesize,8.1,1985,92.4,99.09,4000,SYNTHETIC
2024-01-30,Port Hedland,Gangavaram,coal,Capesize,8.8,1985,92.4,158.26,3800,SYNTHETIC
2024-01-30,Samarinda,Gangavaram,coal,Panamax,13.16,1985,92.4,158.26,2200,SYNTHETIC
2024-01-30,Samarinda,Shanghai,coal,Supramax,17.07,1985,92.4,158.26,2600,SYNTHETIC
2024-01-30,Paradip,Rotterdam,grain,Supramax,18.48,1985,92.4,222.68,4800,SYNTHETIC
2024-01-30,Paradip,Singapore,steel_coils,Handysize,30.37,1985,92.4,222.68,1900,SYNTHETIC
2024-01-30,Dhamra,Singapore,steel_coils,Handymax,26.65,1985,92.4,222.68,2100,SYNTHETIC
2024-01-30,Richards Bay,Rotterdam,coal,Panamax,14.43,1985,92.4,158.26,5200,SYNTHETIC
2024-01-30,Newcastle,Qingdao,coal,Panamax,14.48,1985,92.4,158.26,4200,SYNTHETIC
2024-01-30,Baltimore,Rotterdam,grain,Handymax,23.29,1985,92.4,222.68,3400,SYNTHETIC
2024-01-30,Norfolk,Rotterdam,grain,Panamax,20.2,1985,92.4,222.68,3300,SYNTHETIC
2024-01-30,Paradip,Rotterdam,iron_ore,Handymax,20.07,1985,92.4,99.09,4800,SYNTHETIC
2024-01-30,Visakhapatnam,Rotterdam,iron_ore,Panamax,15.12,1985,92.4,99.09,4700,SYNTHETIC
2024-01-30,Port Hedland,Rotterdam,iron_ore,Capesize,7.27,1985,92.4,99.09,8200,SYNTHETIC
2024-02-06,Paradip,Rotterdam,iron_ore,Panamax,12.01,1809,96.86,91.07,4800,SYNTHETIC
2024-02-06,Port Hedland,Qingdao,iron_ore,Capesize,7.73,1809,96.86,91.07,4000,SYNTHETIC
2024-02-06,Port Hedland,Gangavaram,coal,Capesize,8.48,1809,96.86,173.34,3800,SYNTHETIC
2024-02-06,Samarinda,Gangavaram,coal,Panamax,12.16,1809,96.86,173.34,2200,SYNTHETIC
2024-02-06,Samarinda,Shanghai,coal,Supramax,15.1,1809,96.86,173.34,2600,SYNTHETIC
2024-02-06,Paradip,Rotterdam,grain,Supramax,15.98,1809,96.86,225.66,4800,SYNTHETIC
2024-02-06,Paradip,Singapore,steel_coils,Handysize,31.14,1809,96.86,225.66,1900,SYNTHETIC
2024-02-06,Dhamra,Singapore,steel_coils,Handymax,27.78,1809,96.86,225.66,2100,SYNTHETIC
2024-02-06,Richards Bay,Rotterdam,coal,Panamax,14.93,1809,96.86,173.34,5200,SYNTHETIC
2024-02-06,Newcastle,Qingdao,coal,Panamax,12.75,1809,96.86,173.34,4200,SYNTHETIC
2024-02-06,Baltimore,Rotterdam,grain,Handymax,23.11,1809,96.86,225.66,3400,SYNTHETIC
2024-02-06,Norfolk,Rotterdam,grain,Panamax,20.34,1809,96.86,225.66,3300,SYNTHETIC
2024-02-06,Paradip,Rotterdam,iron_ore,Handymax,20.29,1809,96.86,91.07,4800,SYNTHETIC
2024-02-06,Visakhapatnam,Rotterdam,iron_ore,Panamax,13.63,1809,96.86,91.07,4700,SYNTHETIC
2024-02-06,Port Hedland,Rotterdam,iron_ore,Capesize,6.88,1809,96.86,91.07,8200,SYNTHETIC
2024-02-13,Paradip,Rotterdam,iron_ore,Panamax,12.42,1852,91.08,82.01,4800,SYNTHETIC
2024-02-13,Port Hedland,Qingdao,iron_ore,Capesize,8.87,1852,91.08,82.01,4000,SYNTHETIC
2024-02-13,Port Hedland,Gangavaram,coal,Capesize,8.67,1852,91.08,169.74,3800,SYNTHETIC
2024-02-13,Samarinda,Gangavaram,coal,Panamax,11.14,1852,91.08,169.74,2200,SYNTHETIC
2024-02-13,Samarinda,Shanghai,coal,Supramax,15.6,1852,91.08,169.74,2600,SYNTHETIC
2024-02-13,Paradip,Rotterdam,grain,Supramax,16.35,1852,91.08,185.27,4800,SYNTHETIC
2024-02-13,Paradip,Singapore,steel_coils,Handysize,28.84,1852,91.08,185.27,1900,SYNTHETIC
2024-02-13,Dhamra,Singapore,steel_coils,Handymax,24.66,1852,91.08,185.27,2100,SYNTHETIC
2024-02-13,Richards Bay,Rotterdam,coal,Panamax,14.91,1852,91.08,169.74,5200,SYNTHETIC
2024-02-13,Newcastle,Qingdao,coal,Panamax,12.75,1852,91.08,169.74,4200,SYNTHETIC
2024-02-13,Baltimore,Rotterdam,grain,Handymax,24.65,1852,91.08,185.27,3400,SYNTHETIC
2024-02-13,Norfolk,Rotterdam,grain,Panamax,19.83,1852,91.08,185.27,3300,SYNTHETIC
2024-02-13,Paradip,Rotterdam,iron_ore,Handymax,19.2,1852,91.08,82.01,4800,SYNTHETIC
2024-02-13,Visakhapatnam,Rotterdam,iron_ore,Panamax,13.2,1852,91.08,82.01,4700,SYNTHETIC
2024-02-13,Port Hedland,Rotterdam,iron_ore,Capesize,7.54,1852,91.08,82.01,8200,SYNTHETIC
2024-02-20,Paradip,Rotterdam,iron_ore,Panamax,13.58,2049,76.96,102.56,4800,SYNTHETIC
2024-02-20,Port Hedland,Qingdao,iron_ore,Capesize,8.18,2049,76.96,102.56,4000,SYNTHETIC
2024-02-20,Port Hedland,Gangavaram,coal,Capesize,9.28,2049,76.96,154.07,3800,SYNTHETIC
2024-02-20,Samarinda,Gangavaram,coal,Panamax,14.0,2049,76.96,154.07,2200,SYNTHETIC
2024-02-20,Samarinda,Shanghai,coal,Supramax,16.25,2049,76.96,154.07,2600,SYNTHETIC
2024-02-20,Paradip,Rotterdam,grain,Supramax,17.74,2049,76.96,191.69,4800,SYNTHETIC
2024-02-20,Paradip,Singapore,steel_coils,Handysize,35.4,2049,76.96,191.69,1900,SYNTHETIC
2024-02-20,Dhamra,Singapore,steel_coils,Handymax,26.93,2049,76.96,191.69,2100,SYNTHETIC
2024-02-20,Richards Bay,Rotterdam,coal,Panamax,16.56,2049,76.96,154.07,5200,SYNTHETIC
2024-02-20,Newcastle,Qingdao,coal,Panamax,14.34,2049,76.96,154.07,4200,SYNTHETIC
2024-02-20,Baltimore,Rotterdam,grain,Handymax,27.38,2049,76.96,191.69,3400,SYNTHETIC
2024-02-20,Norfolk,Rotterdam,grain,Panamax,21.86,2049,76.96,191.69,3300,SYNTHETIC
2024-02-20,Paradip,Rotterdam,iron_ore,Handymax,21.4,2049,76.96,102.56,4800,SYNTHETIC
2024-02-20,Visakhapatnam,Rotterdam,iron_ore,Panamax,15.27,2049,76.96,102.56,4700,SYNTHETIC
2024-02-20,Port Hedland,Rotterdam,iron_ore,Capesize,8.14,2049,76.96,102.56,8200,SYNTHETIC
2024-02-27,Paradip,Rotterdam,iron_ore,Panamax,15.23,2279,70.51,81.09,4800,SYNTHETIC
2024-02-27,Port Hedland,Qingdao,iron_ore,Capesize,9.6,2279,70.51,81.09,4000,SYNTHETIC
2024-02-27,Port Hedland,Gangavaram,coal,Capesize,10.71,2279,70.51,159.85,3800,SYNTHETIC
2024-02-27,Samarinda,Gangavaram,coal,Panamax,13.12,2279,70.51,159.85,2200,SYNTHETIC
2024-02-27,Samarinda,Shanghai,coal,Supramax,18.88,2279,70.51,159.85,2600,SYNTHETIC
2024-02-27,Paradip,Rotterdam,grain,Supramax,19.78,2279,70.51,196.56,4800,SYNTHETIC
2024-02-27,Paradip,Singapore,steel_coils,Handysize,34.37,2279,70.51,196.56,1900,SYNTHETIC
2024-02-27,Dhamra,Singapore,steel_coils,Handymax,31.38,2279,70.51,196.56,2100,SYNTHETIC
2024-02-27,Richards Bay,Rotterdam,coal,Panamax,18.27,2279,70.51,159.85,5200,SYNTHETIC
2024-02-27,Newcastle,Qingdao,coal,Panamax,15.81,2279,70.51,159.85,4200,SYNTHETIC
2024-02-27,Baltimore,Rotterdam,grain,Handymax,28.11,2279,70.51,196.56,3400,SYNTHETIC
2024-02-27,Norfolk,Rotterdam,grain,Panamax,24.59,2279,70.51,196.56,3300,SYNTHETIC
2024-02-27,Paradip,Rotterdam,iron_ore,Handymax,22.57,2279,70.51,81.09,4800,SYNTHETIC
2024-02-27,Visakhapatnam,Rotterdam,iron_ore,Panamax,14.8,2279,70.51,81.09,4700,SYNTHETIC
2024-02-27,Port Hedland,Rotterdam,iron_ore,Capesize,7.54,2279,70.51,81.09,8200,SYNTHETIC
2024-03-05,Paradip,Rotterdam,iron_ore,Panamax,14.58,2132,75.47,101.52,4800,SYNTHETIC
2024-03-05,Port Hedland,Qingdao,iron_ore,Capesize,8.59,2132,75.47,101.52,4000,SYNTHETIC
2024-03-05,Port Hedland,Gangavaram,coal,Capesize,9.12,2132,75.47,164.25,3800,SYNTHETIC
2024-03-05,Samarinda,Gangavaram,coal,Panamax,13.08,2132,75.47,164.25,2200,SYNTHETIC
2024-03-05,Samarinda,Shanghai,coal,Supramax,17.61,2132,75.47,164.25,2600,SYNTHETIC
2024-03-05,Paradip,Rotterdam,grain,Supramax,18.01,2132,75.47,176.24,4800,SYNTHETIC
2024-03-05,Paradip,Singapore,steel_coils,Handysize,35.17,2132,75.47,176.24,1900,SYNTHETIC
2024-03-05,Dhamra,Singapore,steel_coils,Handymax,31.31,2132,75.47,176.24,2100,SYNTHETIC
2024-03-05,Richards Bay,Rotterdam,coal,Panamax,16.91,2132,75.47,164.25,5200,SYNTHETIC
2024-03-05,Newcastle,Qingdao,coal,Panamax,14.55,2132,75.47,164.25,4200,SYNTHETIC
2024-03-05,Baltimore,Rotterdam,grain,Handymax,27.14,2132,75.47,176.24,3400,SYNTHETIC
2024-03-05,Norfolk,Rotterdam,grain,Panamax,23.17,2132,75.47,176.24,3300,SYNTHETIC
2024-03-05,Paradip,Rotterdam,iron_ore,Handymax,20.72,2132,75.47,101.52,4800,SYNTHETIC
2024-03-05,Visakhapatnam,Rotterdam,iron_ore,Panamax,16.34,2132,75.47,101.52,4700,SYNTHETIC
2024-03-05,Port Hedland,Rotterdam,iron_ore,Capesize,8.26,2132,75.47,101.52,8200,SYNTHETIC
2024-03-12,Paradip,Rotterdam,iron_ore,Panamax,13.69,1905,63.95,95.94,4800,SYNTHETIC
2024-03-12,Port Hedland,Qingdao,iron_ore,Capesize,8.25,1905,63.95,95.94,4000,SYNTHETIC
2024-03-12,Port Hedland,Gangavaram,coal,Capesize,9.02,1905,63.95,140.72,3800,SYNTHETIC
2024-03-12,Samarinda,Gangavaram,coal,Panamax,13.43,1905,63.95,140.72,2200,SYNTHETIC
2024-03-12,Samarinda,Shanghai,coal,Supramax,16.94,1905,63.95,140.72,2600,SYNTHETIC
2024-03-12,Paradip,Rotterdam,grain,Supramax,19.17,1905,63.95,160.0,4800,SYNTHETIC
2024-03-12,Paradip,Singapore,steel_coils,Handysize,30.94,1905,63.95,160.0,1900,SYNTHETIC
2024-03-12,Dhamra,Singapore,steel_coils,Handymax,28.94,1905,63.95,160.0,2100,SYNTHETIC
2024-03-12,Richards Bay,Rotterdam,coal,Panamax,16.5,1905,63.95,140.72,5200,SYNTHETIC
2024-03-12,Newcastle,Qingdao,coal,Panamax,14.05,1905,63.95,140.72,4200,SYNTHETIC
2024-03-12,Baltimore,Rotterdam,grain,Handymax,24.34,1905,63.95,160.0,3400,SYNTHETIC
2024-03-12,Norfolk,Rotterdam,grain,Panamax,19.72,1905,63.95,160.0,3300,SYNTHETIC
2024-03-12,Paradip,Rotterdam,iron_ore,Handymax,19.15,1905,63.95,95.94,4800,SYNTHETIC
2024-03-12,Visakhapatnam,Rotterdam,iron_ore,Panamax,14.78,1905,63.95,95.94,4700,SYNTHETIC
2024-03-12,Port Hedland,Rotterdam,iron_ore,Capesize,7.94,1905,63.95,95.94,8200,SYNTHETIC
2024-03-19,Paradip,Rotterdam,iron_ore,Panamax,12.8,1864,73.17,97.82,4800,SYNTHETIC
2024-03-19,Port Hedland,Qingdao,iron_ore,Capesize,7.85,1864,73.17,97.82,4000,SYNTHETIC
2024-03-19,Port Hedland,Gangavaram,coal,Capesize,9.37,1864,73.17,128.59,3800,SYNTHETIC
2024-03-19,Samarinda,Gangavaram,coal,Panamax,12.5,1864,73.17,128.59,2200,SYNTHETIC
2024-03-19,Samarinda,Shanghai,coal,Supramax,15.76,1864,73.17,128.59,2600,SYNTHETIC
2024-03-19,Paradip,Rotterdam,grain,Supramax,19.11,1864,73.17,166.9,4800,SYNTHETIC
2024-03-19,Paradip,Singapore,steel_coils,Handysize,33.89,1864,73.17,166.9,1900,SYNTHETIC
2024-03-19,Dhamra,Singapore,steel_coils,Handymax,26.72,1864,73.17,166.9,2100,SYNTHETIC
2024-03-19,Richards Bay,Rotterdam,coal,Panamax,15.23,1864,73.17,128.59,5200,SYNTHETIC
2024-03-19,Newcastle,Qingdao,coal,Panamax,14.61,1864,73.17,128.59,4200,SYNTHETIC
2024-03-19,Baltimore,Rotterdam,grain,Handymax,24.71,1864,73.17,166.9,3400,SYNTHETIC
2024-03-19,Norfolk,Rotterdam,grain,Panamax,20.9,1864,73.17,166.9,3300,SYNTHETIC
2024-03-19,Paradip,Rotterdam,iron_ore,Handymax,21.9,1864,73.17,97.82,4800,SYNTHETIC
2024-03-19,Visakhapatnam,Rotterdam,iron_ore,Panamax,14.96,1864,73.17,97.82,4700,SYNTHETIC
2024-03-19,Port Hedland,Rotterdam,iron_ore,Capesize,7.56,1864,73.17,97.82,8200,SYNTHETIC
2024-03-26,Paradip,Rotterdam,iron_ore,Panamax,13.54,1921,65.81,115.21,4800,SYNTHETIC
2024-03-26,Port Hedland,Qingdao,iron_ore,Capesize,8.75,1921,65.81,115.21,4000,SYNTHETIC
2024-03-26,Port Hedland,Gangavaram,coal,Capesize,9.77,1921,65.81,124.66,3800,SYNTHETIC
2024-03-26,Samarinda,Gangavaram,coal,Panamax,13.1,1921,65.81,124.66,2200,SYNTHETIC
2024-03-26,Samarinda,Shanghai,coal,Supramax,16.59,1921,65.81,124.66,2600,SYNTHETIC
2024-03-26,Paradip,Rotterdam,grain,Supramax,18.93,1921,65.81,202.7,4800,SYNTHETIC
2024-03-26,Paradip,Singapore,steel_coils,Handysize,33.37,1921,65.81,202.7,1900,SYNTHETIC
2024-03-26,Dhamra,Singapore,steel_coils,Handymax,26.38,1921,65.81,202.7,2100,SYNTHETIC
2024-03-26,Richards Bay,Rotterdam,coal,Panamax,16.06,1921,65.81,124.66,5200,SYNTHETIC
2024-03-26,Newcastle,Qingdao,coal,Panamax,15.36,1921,65.81,124.66,4200,SYNTHETIC
2024-03-26,Baltimore,Rotterdam,grain,Handymax,26.52,1921,65.81,202.7,3400,SYNTHETIC
2024-03-26,Norfolk,Rotterdam,grain,Panamax,22.49,1921,65.81,202.7,3300,SYNTHETIC
2024-03-26,Paradip,Rotterdam,iron_ore,Handymax,20.72,1921,65.81,115.21,4800,SYNTHETIC
2024-03-26,Visakhapatnam,Rotterdam,iron_ore,Panamax,14.58,1921,65.81,115.21,4700,SYNTHETIC
2024-03-26,Port Hedland,Rotterdam,iron_ore,Capesize,7.58,1921,65.81,115.21,8200,SYNTHETIC
2024-04-02,Paradip,Rotterdam,iron_ore,Panamax,15.55,2109,66.38,119.52,4800,SYNTHETIC
2024-04-02,Port Hedland,Qingdao,iron_ore,Capesize,9.3,2109,66.38,119.52,4000,SYNTHETIC
2024-04-02,Port Hedland,Gangavaram,coal,Capesize,10.24,2109,66.38,129.04,3800,SYNTHETIC
2024-04-02,Samarinda,Gangavaram,coal,Panamax,13.32,2109,66.38,129.04,2200,SYNTHETIC
2024-04-02,Samarinda,Shanghai,coal,Supramax,16.15,2109,66.38,129.04,2600,SYNTHETIC
2024-04-02,Paradip,Rotterdam,grain,Supramax,17.99,2109,66.38,171.98,4800,SYNTHETIC
2024-04-02,Paradip,Singapore,steel_coils,Handysize,35.61,2109,66.38,171.98,1900,SYNTHETIC
2024-04-02,Dhamra,Singapore,steel_coils,Handymax,29.02,2109,66.38,171.98,2100,SYNTHETIC
2024-04-02,Richards Bay,Rotterdam,coal,Panamax,17.47,2109,66.38,129.04,5200,SYNTHETIC
2024-04-02,Newcastle,Qingdao,coal,Panamax,14.89,2109,66.38,129.04,4200,SYNTHETIC
2024-04-02,Baltimore,Rotterdam,grain,Handymax,26.03,2109,66.38,171.98,3400,SYNTHETIC
2024-04-02,Norfolk,Rotterdam,grain,Panamax,21.87,2109,66.38,171.98,3300,SYNTHETIC
2024-04-02,Paradip,Rotterdam,iron_ore,Handymax,20.37,2109,66.38,119.52,4800,SYNTHETIC
2024-04-02,Visakhapatnam,Rotterdam,iron_ore,Panamax,16.08,2109,66.38,119.52,4700,SYNTHETIC
2024-04-02,Port Hedland,Rotterdam,iron_ore,Capesize,7.53,2109,66.38,119.52,8200,SYNTHETIC
2024-04-09,Paradip,Rotterdam,iron_ore,Panamax,13.79,1908,71.72,96.16,4800,SYNTHETIC
2024-04-09,Port Hedland,Qingdao,iron_ore,Capesize,8.93,1908,71.72,96.16,4000,SYNTHETIC
2024-04-09,Port Hedland,Gangavaram,coal,Capesize,8.57,1908,71.72,161.07,3800,SYNTHETIC
2024-04-09,Samarinda,Gangavaram,coal,Panamax,12.15,1908,71.72,161.07,2200,SYNTHETIC
2024-04-09,Samarinda,Shanghai,coal,Supramax,15.46,1908,71.72,161.07,2600,SYNTHETIC
2024-04-09,Paradip,Rotterdam,grain,Supramax,17.43,1908,71.72,206.45,4800,SYNTHETIC
2024-04-09,Paradip,Singapore,steel_coils,Handysize,33.18,1908,71.72,206.45,1900,SYNTHETIC
2024-04-09,Dhamra,Singapore,steel_coils,Handymax,27.7,1908,71.72,206.45,2100,SYNTHETIC
2024-04-09,Richards Bay,Rotterdam,coal,Panamax,14.72,1908,71.72,161.07,5200,SYNTHETIC
2024-04-09,Newcastle,Qingdao,coal,Panamax,13.82,1908,71.72,161.07,4200,SYNTHETIC
2024-04-09,Baltimore,Rotterdam,grain,Handymax,26.86,1908,71.72,206.45,3400,SYNTHETIC
2024-04-09,Norfolk,Rotterdam,grain,Panamax,21.6,1908,71.72,206.45,3300,SYNTHETIC
2024-04-09,Paradip,Rotterdam,iron_ore,Handymax,21.62,1908,71.72,96.16,4800,SYNTHETIC
2024-04-09,Visakhapatnam,Rotterdam,iron_ore,Panamax,13.21,1908,71.72,96.16,4700,SYNTHETIC
2024-04-09,Port Hedland,Rotterdam,iron_ore,Capesize,7.38,1908,71.72,96.16,8200,SYNTHETIC
2024-04-16,Paradip,Rotterdam,iron_ore,Panamax,14.07,1939,75.71,87.7,4800,SYNTHETIC
2024-04-16,Port Hedland,Qingdao,iron_ore,Capesize,8.61,1939,75.71,87.7,4000,SYNTHETIC
2024-04-16,Port Hedland,Gangavaram,coal,Capesize,8.99,1939,75.71,153.57,3800,SYNTHETIC
2024-04-16,Samarinda,Gangavaram,coal,Panamax,12.89,1939,75.71,153.57,2200,SYNTHETIC
2024-04-16,Samarinda,Shanghai,coal,Supramax,15.67,1939,75.71,153.57,2600,SYNTHETIC
2024-04-16,Paradip,Rotterdam,grain,Supramax,17.98,1939,75.71,202.78,4800,SYNTHETIC
2024-04-16,Paradip,Singapore,steel_coils,Handysize,29.67,1939,75.71,202.78,1900,SYNTHETIC
2024-04-16,Dhamra,Singapore,steel_coils,Handymax,29.34,1939,75.71,202.78,2100,SYNTHETIC
2024-04-16,Richards Bay,Rotterdam,coal,Panamax,14.75,1939,75.71,153.57,5200,SYNTHETIC
2024-04-16,Newcastle,Qingdao,coal,Panamax,14.05,1939,75.71,153.57,4200,SYNTHETIC
2024-04-16,Baltimore,Rotterdam,grain,Handymax,23.7,1939,75.71,202.78,3400,SYNTHETIC
2024-04-16,Norfolk,Rotterdam,grain,Panamax,21.26,1939,75.71,202.78,3300,SYNTHETIC
2024-04-16,Paradip,Rotterdam,iron_ore,Handymax,19.34,1939,75.71,87.7,4800,SYNTHETIC
2024-04-16,Visakhapatnam,Rotterdam,iron_ore,Panamax,14.42,1939,75.71,87.7,4700,SYNTHETIC
2024-04-16,Port Hedland,Rotterdam,iron_ore,Capesize,7.07,1939,75.71,87.7,8200,SYNTHETIC
2024-04-23,Paradip,Rotterdam,iron_ore,Panamax,12.53,1816,73.22,93.11,4800,SYNTHETIC
2024-04-23,Port Hedland,Qingdao,iron_ore,Capesize,8.32,1816,73.22,93.11,4000,SYNTHETIC
2024-04-23,Port Hedland,Gangavaram,coal,Capesize,8.4,1816,73.22,144.79,3800,SYNTHETIC
2024-04-23,Samarinda,Gangavaram,coal,Panamax,12.53,1816,73.22,144.79,2200,SYNTHETIC
2024-04-23,Samarinda,Shanghai,coal,Supramax,14.87,1816,73.22,144.79,2600,SYNTHETIC
2024-04-23,Paradip,Rotterdam,grain,Supramax,17.48,1816,73.22,233.74,4800,SYNTHETIC
2024-04-23,Paradip,Singapore,steel_coils,Handysize,30.11,1816,73.22,233.74,1900,SYNTHETIC
2024-04-23,Dhamra,Singapore,steel_coils,Handymax,26.36,1816,73.22,233.74,2100,SYNTHETIC
2024-04-23,Richards Bay,Rotterdam,coal,Panamax,14.24,1816,73.22,144.79,5200,SYNTHETIC
2024-04-23,Newcastle,Qingdao,coal,Panamax,14.58,1816,73.22,144.79,4200,SYNTHETIC
2024-04-23,Baltimore,Rotterdam,grain,Handymax,22.91,1816,73.22,233.74,3400,SYNTHETIC
2024-04-23,Norfolk,Rotterdam,grain,Panamax,20.35,1816,73.22,233.74,3300,SYNTHETIC
2024-04-23,Paradip,Rotterdam,iron_ore,Handymax,21.08,1816,73.22,93.11,4800,SYNTHETIC
2024-04-23,Visakhapatnam,Rotterdam,iron_ore,Panamax,13.14,1816,73.22,93.11,4700,SYNTHETIC
2024-04-23,Port Hedland,Rotterdam,iron_ore,Capesize,7.05,1816,73.22,93.11,8200,SYNTHETIC
