date,iron_ore_usd_t,coal_usd_t,grain_usd_t,bauxite_usd_t,fertilizer_usd_t,data_source
2024-10-01,115.69,172.64,186.69,37.66,335.8,SYNTHETIC
2024-10-02,110.18,157.66,189.59,38.58,343.59,SYNTHETIC
2024-10-03,116.11,155.85,183.38,37.08,350.64,SYNTHETIC
2024-10-04,109.97,149.04,184.0,38.17,365.45,SYNTHETIC
2024-10-05,110.21,149.19,166.3,40.28,343.02,SYNTHETIC
2024-10-06,109.16,154.79,168.26,42.48,361.72,SYNTHETIC
2024-10-07,105.98,145.74,164.71,43.27,363.66,SYNTHETIC
2024-10-08,104.85,147.25,161.71,43.11,388.2,SYNTHETIC
2024-10-09,109.79,139.77,169.26,40.22,385.52,SYNTHETIC
2024-10-10,116.6,154.67,169.67,45.03,402.1,SYNTHETIC
2024-10-11,115.31,154.61,173.02,49.75,394.7,SYNTHETIC
2024-10-12,113.57,157.1,174.57,49.72,420.21,SYNTHETIC
2024-10-13,105.8,150.41,179.07,50.74,413.24,SYNTHETIC
2024-10-14,112.64,137.35,174.55,48.57,394.38,SYNTHETIC
2024-10-15,108.15,131.66,175.6,47.99,396.95,SYNTHETIC
2024-10-16,104.42,126.13,175.08,48.25,410.31,SYNTHETIC
2024-10-17,104.86,133.51,181.17,47.27,424.91,SYNTHETIC
2024-10-18,107.8,126.79,178.11,51.02,423.28,SYNTHETIC
2024-10-19,113.81,132.08,184.43,51.76,427.2,SYNTHETIC
2024-10-20,122.24,134.81,189.02,50.61,426.12,SYNTHETIC
2024-10-21,124.74,134.27,185.73,49.93,441.35,SYNTHETIC
2024-10-22,122.23,119.49,191.67,50.57,452.69,SYNTHETIC
2024-10-23,119.09,116.7,189.58,47.52,445.2,SYNTHETIC
2024-10-24,117.95,123.11,185.86,48.71,455.57,SYNTHETIC
2024-10-25,120.78,126.76,181.11,48.82,453.81,SYNTHETIC
2024-10-26,124.13,127.99,174.56,50.8,466.58,SYNTHETIC
2024-10-27,126.02,119.67,177.87,51.64,460.3,SYNTHETIC
2024-10-28,117.81,120.93,177.55,50.43,459.8,SYNTHETIC
2024-10-29,115.16,122.93,176.46,49.23,451.38,SYNTHETIC
2024-10-30,120.68,120.44,183.53,52.18,431.18,SYNTHETIC
2024-10-31,118.08,123.53,190.61,53.12,415.58,SYNTHETIC
2024-11-01,117.37,119.68,192.11,54.37,428.36,SYNTHETIC
2024-11-02,127.91,108.14,179.26,55.58,434.83,SYNTHETIC
2024-11-03,126.93,105.08,183.67,55.38,424.24,SYNTHETIC
2024-11-04,131.97,101.81,170.87,53.18,429.26,SYNTHETIC
2024-11-05,138.52,110.08,165.85,56.83,428.67,SYNTHETIC
2024-11-06,140.55,115.14,166.08,56.39,436.96,SYNTHETIC
2024-11-07,137.74,115.46,178.17,58.92,430.51,SYNTHETIC
2024-11-08,127.64,112.79,161.84,58.62,429.38,SYNTHETIC
2024-11-09,123.53,116.82,160.0,60.73,414.57,SYNTHETIC
2024-11-10,125.55,126.36,160.0,58.83,427.64,SYNTHETIC
2024-11-11,127.3,120.9,166.34,56.08,432.98,SYNTHETIC
2024-11-12,131.32,117.54,160.0,55.49,433.34,SYNTHETIC
2024-11-13,126.11,125.01,160.0,54.51,461.61,SYNTHETIC
2024-11-14,126.27,128.27,169.99,55.85,474.13,SYNTHETIC
2024-11-15,117.43,125.93,177.41,56.51,489.41,SYNTHETIC
2024-11-16,113.53,133.21,174.22,53.37,491.22,SYNTHETIC
2024-11-17,115.39,136.69,182.46,51.94,482.84,SYNTHETIC
2024-11-18,106.35,131.12,183.99,49.23,486.27,SYNTHETIC
2024-11-19,109.58,132.99,178.54,47.91,484.77,SYNTHETIC
2024-11-20,116.77,133.12,174.58,47.94,478.61,SYNTHETIC
2024-11-21,110.67,143.21,171.32,46.91,490.91,SYNTHETIC
2024-11-22,109.46,146.77,164.99,49.49,484.96,SYNTHETIC
2024-11-23,116.2,149.5,169.58,50.49,485.92,SYNTHETIC
2024-11-24,117.87,150.06,177.91,48.93,485.34,SYNTHETIC
2024-11-25,119.07,152.93,168.88,51.69,465.25,SYNTHETIC
2024-11-26,119.08,144.27,174.82,53.61,469.98,SYNTHETIC
2024-11-27,113.17,135.44,168.64,54.04,477.47,SYNTHETIC
2024-11-28,112.38,137.89,169.42,53.34,476.18,SYNTHETIC
2024-11-29,117.31,140.34,172.81,57.26,477.36,SYNTHETIC
2024-11-30,117.29,137.91,181.09,58.79,471.61,SYNTHETIC
2024-12-01,119.81,125.97,181.89,56.53,462.31,SYNTHETIC
2024-12-02,117.92,119.79,184.58,56.81,453.16,SYNTHETIC
2024-12-03,114.05,123.52,196.87,55.09,430.13,SYNTHETIC
2024-12-04,112.05,124.69,208.76,56.88,435.6,SYNTHETIC
2024-12-05,107.63,121.22,216.41,54.77,418.58,SYNTHETIC
2024-12-06,102.1,116.12,221.75,53.5,412.45,SYNTHETIC
2024-12-07,102.11,118.32,225.26,52.31,386.78,SYNTHETIC
2024-12-08,101.28,117.96,236.6,53.35,378.68,SYNTHETIC
2024-12-09,97.63,117.55,241.35,51.3,385.24,SYNTHETIC
2024-12-10,100.64,115.09,236.07,51.43,386.23,SYNTHETIC
2024-12-11,97.04,116.61,236.41,47.24,386.48,SYNTHETIC
2024-12-12,98.98,118.89,238.88,49.17,389.23,SYNTHETIC
2024-12-13,101.15,115.66,228.66,43.97,368.76,SYNTHETIC
2024-12-14,107.93,126.24,224.4,44.65,379.47,SYNTHETIC
2024-12-15,109.21,123.05,236.27,45.46,374.45,SYNTHETIC
2024-12-16,112.24,124.47,227.9,44.75,374.94,SYNTHETIC
2024-12-17,112.32,115.55,231.27,47.26,380.28,SYNTHETIC
2024-12-18,106.47,110.17,233.18,49.75,348.42,SYNTHETIC
2024-12-19,109.85,116.44,239.61,52.05,366.13,SYNTHETIC
2024-12-20,116.42,121.39,233.68,54.41,362.33,SYNTHETIC
2024-12-21,115.58,123.14,227.9,55.08,369.38,SYNTHETIC
2024-12-22,123.64,119.53,228.08,54.32,365.46,SYNTHETIC
2024-12-23,126.78,122.16,223.48,54.87,358.35,SYNTHETIC
2024-12-24,134.13,116.65,234.23,57.08,374.61,SYNTHETIC
2024-12-25,132.53,123.65,235.15,56.91,360.28,SYNTHETIC
2024-12-26,128.17,108.29,240.74,52.05,364.2,SYNTHETIC
2024-12-27,127.7,106.77,233.25,48.78,358.15,SYNTHETIC
2024-12-28,124.11,102.82,237.05,52.57,364.78,SYNTHETIC
2024-12-29,124.33,111.52,254.05,51.0,375.87,SYNTHETIC
2024-12-30,122.78,111.04,252.81,49.9,384.28,SYNTHETIC
2024-12-31,122.9,119.19,244.14,51.94,390.88,SYNTHETIC
2025-01-01,122.0,128.38,251.51,53.83,383.47,SYNTHETIC
2025-01-02,117.59,131.4,247.4,54.98,380.44,SYNTHETIC
2025-01-03,115.09,121.79,237.7,55.27,384.42,SYNTHETIC
2025-01-04,119.86,117.72,229.36,51.02,398.78,SYNTHETIC
2025-01-05,119.16,115.28,220.85,55.58,404.05,SYNTHETIC
2025-01-06,113.37,118.3,224.49,54.8,401.29,SYNTHETIC
2025-01-07,105.05,121.12,218.43,56.99,403.41,SYNTHETIC
2025-01-08,103.76,113.61,212.39,57.21,413.92,SYNTHETIC
2025-01-09,104.91,118.98,209.98,56.07,418.86,SYNTHETIC
2025-01-10,100.19,113.42,213.21,55.5,428.88,SYNTHETIC
2025-01-11,93.19,111.96,219.61,55.15,423.09,SYNTHETIC
2025-01-12,95.79,114.21,228.25,58.45,433.13,SYNTHETIC
2025-01-13,108.84,114.08,225.72,55.76,427.78,SYNTHETIC
2025-01-14,112.21,124.14,232.69,56.53,427.96,SYNTHETIC
2025-01-15,108.01,131.37,226.86,60.1,433.91,SYNTHETIC
2025-01-16,107.45,123.67,238.66,58.93,416.88,SYNTHETIC
2025-01-17,106.9,117.32,242.53,58.88,413.1,SYNTHETIC
2025-01-18,101.76,124.79,243.83,56.41,415.72,SYNTHETIC
2025-01-19,96.24,125.85,232.12,59.66,417.0,SYNTHETIC
2025-01-20,95.93,129.97,238.64,57.25,426.23,SYNTHETIC
2025-01-21,99.36,130.37,234.9,58.47,397.43,SYNTHETIC
2025-01-22,100.54,137.99,230.25,54.43,377.13,SYNTHETIC
2025-01-23,97.94,142.67,224.25,52.72,389.12,SYNTHETIC
2025-01-24,100.19,147.32,219.9,53.23,397.82,SYNTHETIC
2025-01-25,102.42,143.08,223.36,51.06,420.82,SYNTHETIC
2025-01-26,98.57,146.65,226.27,50.67,418.61,SYNTHETIC
2025-01-27,93.89,136.82,226.48,48.12,432.21,SYNTHETIC
2025-01-28,96.8,135.45,239.43,48.5,457.88,SYNTHETIC
2025-01-29,101.59,131.75,230.2,46.33,428.9,SYNTHETIC
2025-01-30,103.31,127.3,231.95,44.47,408.03,SYNTHETIC
2025-01-31,108.08,122.0,222.35,45.32,401.49,SYNTHETIC
2025-02-01,113.86,110.4,226.24,41.8,384.02,SYNTHETIC
2025-02-02,107.48,118.57,230.1,43.46,402.12,SYNTHETIC
2025-02-03,109.32,117.83,230.8,42.17,398.49,SYNTHETIC
2025-02-04,114.45,117.32,234.07,45.75,389.72,SYNTHETIC
2025-02-05,118.7,120.89,237.81,44.98,404.36,SYNTHETIC
2025-02-06,124.0,127.76,240.75,43.52,411.7,SYNTHETIC
2025-02-07,121.08,136.09,230.54,44.08,404.07,SYNTHETIC
2025-02-08,123.32,133.6,236.42,46.4,411.79,SYNTHETIC
2025-02-09,125.88,134.89,248.25,41.79,400.1,SYNTHETIC
2025-02-10,122.86,129.59,255.41,40.9,391.32,SYNTHETIC
2025-02-11,123.09,134.25,252.7,43.84,405.23,SYNTHETIC
2025-02-12,117.22,134.52,265.64,42.1,394.59,SYNTHETIC
2025-02-13,113.46,140.11,266.23,40.05,388.3,SYNTHETIC
2025-02-14,114.52,145.07,273.28,37.32,382.6,SYNTHETIC
2025-02-15,118.44,149.63,276.73,37.16,375.8,SYNTHETIC
2025-02-16,118.03,152.61,285.41,35.18,345.34,SYNTHETIC
2025-02-17,123.78,152.82,272.63,36.67,327.32,SYNTHETIC
2025-02-18,129.17,145.04,265.76,35.0,330.19,SYNTHETIC
2025-02-19,124.51,146.89,268.29,35.0,347.7,SYNTHETIC
2025-02-20,123.52,156.82,265.41,35.22,356.57,SYNTHETIC
2025-02-21,120.95,153.8,261.73,35.0,350.81,SYNTHETIC
2025-02-22,123.76,149.39,271.21,35.12,349.86,SYNTHETIC
2025-02-23,126.07,152.86,266.0,35.0,330.33,SYNTHETIC
2025-02-24,122.26,162.58,267.01,35.0,328.24,SYNTHETIC
2025-02-25,125.44,155.77,268.47,38.06,326.39,SYNTHETIC
2025-02-26,119.54,140.88,265.67,39.42,320.37,SYNTHETIC
2025-02-27,123.82,137.17,248.33,40.73,328.7,SYNTHETIC
2025-02-28,113.5,137.84,234.59,43.27,334.43,SYNTHETIC
2025-03-01,112.53,137.04,232.42,44.43,341.96,SYNTHETIC
2025-03-02,109.47,135.55,247.52,44.14,369.15,SYNTHETIC
2025-03-03,112.04,132.65,241.79,45.62,375.78,SYNTHETIC
2025-03-04,112.84,128.95,241.08,45.41,352.21,SYNTHETIC
2025-03-05,103.84,124.26,255.1,49.19,336.02,SYNTHETIC
2025-03-06,98.49,126.81,254.49,49.78,336.18,SYNTHETIC
2025-03-07,96.34,130.57,257.19,50.03,326.37,SYNTHETIC
2025-03-08,101.33,121.29,258.44,53.31,324.41,SYNTHETIC
2025-03-09,107.97,131.25,251.62,55.01,342.49,SYNTHETIC
2025-03-10,110.61,134.12,244.82,53.6,344.2,SYNTHETIC
2025-03-11,116.13,137.59,240.68,54.6,330.39,SYNTHETIC
2025-03-12,112.78,135.95,240.11,52.05,348.55,SYNTHETIC
2025-03-13,114.21,137.58,234.47,51.64,346.74,SYNTHETIC
2025-03-14,114.44,130.9,230.65,52.09,346.78,SYNTHETIC
2025-03-15,109.84,140.63,232.2,52.46,350.0,SYNTHETIC
2025-03-16,108.29,149.1,240.29,52.21,356.76,SYNTHETIC
2025-03-17,106.76,147.44,256.3,50.38,348.4,SYNTHETIC
2025-03-18,108.53,139.34,250.41,51.32,349.76,SYNTHETIC
2025-03-19,110.41,137.52,251.64,52.54,365.29,SYNTHETIC
2025-03-20,108.05,141.13,243.97,51.26,380.36,SYNTHETIC
2025-03-21,105.83,138.74,239.04,51.33,370.53,SYNTHETIC
2025-03-22,98.2,134.0,226.52,52.43,370.91,SYNTHETIC
2025-03-23,100.43,135.12,238.44,53.49,389.39,SYNTHETIC
2025-03-24,100.15,130.0,235.0,54.24,386.07,SYNTHETIC
2025-03-25,100.18,138.26,241.34,55.21,369.82,SYNTHETIC
2025-03-26,102.51,143.98,233.42,56.41,362.25,SYNTHETIC
2025-03-27,100.6,147.86,216.67,57.82,369.77,SYNTHETIC
2025-03-28,96.88,143.42,228.71,58.65,368.74,SYNTHETIC
2025-03-29,94.72,144.58,217.18,57.52,369.43,SYNTHETIC
2025-03-30,93.65,151.12,210.01,58.11,372.77,SYNTHETIC
2025-03-31,94.86,138.28,218.68,56.68,369.58,SYNTHETIC
2025-04-01,92.74,139.56,219.34,55.46,375.81,SYNTHETIC
2025-04-02,91.34,148.01,218.05,56.13,391.82,SYNTHETIC
2025-04-03,86.43,158.68,227.44,56.21,396.69,SYNTHETIC
2025-04-04,85.36,152.51,225.28,54.82,402.66,SYNTHETIC
2025-04-05,78.96,153.85,230.75,55.95,415.69,SYNTHETIC
2025-04-06,77.1,159.77,221.82,54.41,423.74,SYNTHETIC
2025-04-07,80.1,166.51,231.77,55.35,436.45,SYNTHETIC
2025-04-08,81.53,154.81,227.58,52.68,411.05,SYNTHETIC
2025-04-09,81.61,142.38,228.64,55.39,410.84,SYNTHETIC
2025-04-10,81.41,143.25,223.4,56.35,415.05,SYNTHETIC
2025-04-11,85.72,146.16,217.62,57.24,412.73,SYNTHETIC
2025-04-12,81.58,145.26,215.72,57.21,401.84,SYNTHETIC
2025-04-13,84.05,143.16,222.25,54.49,399.81,SYNTHETIC
2025-04-14,81.81,150.75,220.48,51.17,390.56,SYNTHETIC
2025-04-15,83.62,159.35,221.83,51.43,394.4,SYNTHETIC
2025-04-16,83.65,155.31,218.48,50.8,402.24,SYNTHETIC
2025-04-17,82.12,155.87,227.79,51.58,398.91,SYNTHETIC
2025-04-18,84.06,148.53,217.34,53.76,411.3,SYNTHETIC
2025-04-19,82.1,158.73,205.67,54.63,404.38,SYNTHETIC
2025-04-20,77.94,149.84,215.93,52.72,396.7,SYNTHETIC
2025-04-21,76.82,143.17,200.9,54.06,397.32,SYNTHETIC
2025-04-22,72.65,137.75,213.42,52.87,392.17,SYNTHETIC
2025-04-23,74.2,131.52,213.48,53.74,403.84,SYNTHETIC
2025-04-24,72.69,139.4,216.69,54.97,401.29,SYNTHETIC
2025-04-25,70.0,153.34,219.04,53.93,407.26,SYNTHETIC
2025-04-26,72.51,154.57,214.46,56.88,417.97,SYNTHETIC
2025-04-27,75.09,152.19,218.22,56.14,397.67,SYNTHETIC
2025-04-28,75.25,156.22,232.53,56.16,396.67,SYNTHETIC
2025-04-29,74.97,150.37,240.76,58.67,397.78,SYNTHETIC
2025-04-30,79.52,158.14,235.25,58.93,375.26,SYNTHETIC
2025-05-01,79.2,157.47,243.55,57.15,376.0,SYNTHETIC
2025-05-02,81.01,159.56,234.76,56.39,373.77,SYNTHETIC
2025-05-03,77.19,154.92,232.86,56.81,356.59,SYNTHETIC
2025-05-04,80.25,153.32,233.56,55.87,373.02,SYNTHETIC
2025-05-05,80.42,143.27,241.93,54.83,374.67,SYNTHETIC
2025-05-06,83.23,143.3,231.69,56.73,347.74,SYNTHETIC
2025-05-07,82.79,148.56,238.75,56.29,342.67,SYNTHETIC
2025-05-08,80.44,137.24,235.4,59.73,339.53,SYNTHETIC
2025-05-09,76.37,131.25,223.55,59.27,338.99,SYNTHETIC
2025-05-10,76.4,128.61,230.44,57.1,330.65,SYNTHETIC
2025-05-11,75.42,127.04,227.26,56.55,318.79,SYNTHETIC
2025-05-12,71.12,126.82,213.05,58.37,323.0,SYNTHETIC
2025-05-13,77.14,126.88,218.8,57.11,312.55,SYNTHETIC
2025-05-14,82.08,128.91,207.02,59.28,325.47,SYNTHETIC
2025-05-15,74.63,128.97,204.7,59.17,332.41,SYNTHETIC
2025-05-16,70.0,119.15,197.2,59.84,336.2,SYNTHETIC
2025-05-17,70.0,121.55,192.09,58.24,330.25,SYNTHETIC
2025-05-18,71.68,129.23,200.41,58.21,332.58,SYNTHETIC
2025-05-19,83.4,131.05,205.34,58.1,334.24,SYNTHETIC
2025-05-20,79.32,120.63,195.15,60.1,336.95,SYNTHETIC
2025-05-21,78.82,122.51,194.19,59.02,318.52,SYNTHETIC
2025-05-22,84.94,125.8,195.31,55.77,319.66,SYNTHETIC
2025-05-23,83.56,120.22,205.42,53.54,293.54,SYNTHETIC
2025-05-24,88.67,121.17,209.01,52.23,296.74,SYNTHETIC
2025-05-25,92.9,129.3,200.81,53.59,328.04,SYNTHETIC
2025-05-26,93.15,139.27,192.25,51.84,317.41,SYNTHETIC
2025-05-27,97.03,140.05,197.59,49.98,308.94,SYNTHETIC
2025-05-28,101.01,143.09,203.5,49.52,320.32,SYNTHETIC
2025-05-29,95.52,142.02,199.71,49.64,311.4,SYNTHETIC
2025-05-30,95.11,139.51,195.83,49.63,300.39,SYNTHETIC
2025-05-31,92.89,147.83,200.0,47.22,299.14,SYNTHETIC
2025-06-01,93.37,153.41,202.53,46.83,302.59,SYNTHETIC
2025-06-02,88.86,156.78,184.56,48.98,314.56,SYNTHETIC
2025-06-03,85.36,153.2,183.55,49.95,310.27,SYNTHETIC
2025-06-04,86.17,161.67,190.23,50.87,304.44,SYNTHETIC
2025-06-05,86.71,167.37,180.59,49.48,302.79,SYNTHETIC
2025-06-06,92.8,158.94,187.67,49.08,295.85,SYNTHETIC
2025-06-07,94.01,165.0,179.74,46.76,301.12,SYNTHETIC
2025-06-08,100.07,165.38,182.37,48.15,319.11,SYNTHETIC
2025-06-09,105.46,166.42,177.39,50.04,310.35,SYNTHETIC
2025-06-10,110.0,153.66,167.15,49.73,297.87,SYNTHETIC
2025-06-11,95.71,144.54,170.02,49.13,298.67,SYNTHETIC
2025-06-12,92.9,150.36,170.55,47.64,293.31,SYNTHETIC
2025-06-13,95.12,145.5,182.44,47.62,277.88,SYNTHETIC
2025-06-14,90.12,150.24,189.2,51.18,263.93,SYNTHETIC
2025-06-15,88.45,142.02,178.85,49.86,250.0,SYNTHETIC
2025-06-16,91.62,133.12,182.17,50.45,251.8,SYNTHETIC
2025-06-17,92.21,144.76,189.99,52.4,250.0,SYNTHETIC
2025-06-18,91.2,150.1,196.68,52.28,274.06,SYNTHETIC
2025-06-19,98.54,149.08,210.29,49.74,280.91,SYNTHETIC
2025-06-20,97.05,150.2,224.21,50.57,270.63,SYNTHETIC
2025-06-21,101.73,145.69,219.16,53.76,259.6,SYNTHETIC
2025-06-22,101.63,147.68,221.9,54.1,256.41,SYNTHETIC
2025-06-23,102.13,154.56,238.66,54.05,250.0,SYNTHETIC
2025-06-24,100.78,151.7,247.14,53.98,251.66,SYNTHETIC
2025-06-25,97.54,154.32,241.77,49.75,267.42,SYNTHETIC
2025-06-26,96.88,143.81,230.55,50.54,265.81,SYNTHETIC
2025-06-27,91.66,154.52,219.39,49.71,259.75,SYNTHETIC
2025-06-28,94.5,160.18,224.0,48.04,250.0,SYNTHETIC
2025-06-29,95.27,159.5,223.15,50.72,250.0,SYNTHETIC
2025-06-30,93.8,157.01,221.79,48.94,253.63,SYNTHETIC
2025-07-01,97.31,165.05,217.69,49.32,254.57,SYNTHETIC
2025-07-02,93.37,161.4,211.73,47.01,259.35,SYNTHETIC
2025-07-03,85.85,163.08,216.25,47.92,250.0,SYNTHETIC
2025-07-04,88.11,160.62,216.15,45.32,263.07,SYNTHETIC
2025-07-05,83.11,154.57,219.26,46.05,259.38,SYNTHETIC
2025-07-06,78.19,160.44,207.82,46.55,250.0,SYNTHETIC
2025-07-07,79.65,157.46,220.65,48.28,250.0,SYNTHETIC
2025-07-08,84.28,159.81,228.89,45.89,250.0,SYNTHETIC
2025-07-09,81.79,157.23,236.16,45.29,251.7,SYNTHETIC
2025-07-10,78.92,155.99,221.31,43.93,250.0,SYNTHETIC
2025-07-11,85.73,154.56,227.51,45.7,263.11,SYNTHETIC
2025-07-12,80.66,150.27,217.29,42.52,265.26,SYNTHETIC
2025-07-13,84.78,154.41,220.36,42.11,277.73,SYNTHETIC
2025-07-14,87.11,153.53,228.49,43.47,297.0,SYNTHETIC
2025-07-15,84.74,158.37,235.78,44.16,295.11,SYNTHETIC
2025-07-16,84.8,162.39,240.47,41.41,289.18,SYNTHETIC
2025-07-17,81.97,169.16,252.93,44.04,297.91,SYNTHETIC
2025-07-18,80.0,165.48,253.26,44.49,278.7,SYNTHETIC
2025-07-19,80.14,168.83,246.78,46.8,293.66,SYNTHETIC
2025-07-20,78.06,167.06,242.42,46.2,294.66,SYNTHETIC
2025-07-21,72.28,166.25,241.99,46.54,291.24,SYNTHETIC
2025-07-22,76.11,161.31,247.31,47.19,279.39,SYNTHETIC
2025-07-23,74.56,157.93,239.19,46.55,265.71,SYNTHETIC
2025-07-24,78.66,161.26,244.42,51.23,264.27,SYNTHETIC
2025-07-25,78.83,158.68,243.64,50.8,272.11,SYNTHETIC
2025-07-26,90.87,153.84,239.83,51.6,274.05,SYNTHETIC
2025-07-27,93.53,158.58,232.8,50.42,250.0,SYNTHETIC
2025-07-28,88.49,160.26,229.18,49.45,250.0,SYNTHETIC
2025-07-29,83.5,152.44,231.09,49.32,258.76,SYNTHETIC
2025-07-30,80.56,152.76,229.45,48.06,283.21,SYNTHETIC
2025-07-31,79.58,159.21,234.49,46.37,283.35,SYNTHETIC
2025-08-01,73.73,165.31,222.85,46.7,289.85,SYNTHETIC
2025-08-02,70.16,161.45,212.49,46.12,291.7,SYNTHETIC
2025-08-03,71.27,154.25,205.42,50.64,288.62,SYNTHETIC
2025-08-04,70.0,151.7,213.55,50.4,276.63,SYNTHETIC
2025-08-05,70.65,159.47,212.74,49.22,267.69,SYNTHETIC
2025-08-06,72.61,163.45,213.18,50.63,253.84,SYNTHETIC
2025-08-07,70.0,149.1,217.49,54.26,261.92,SYNTHETIC
2025-08-08,73.47,154.02,222.15,51.07,274.49,SYNTHETIC
2025-08-09,74.76,140.36,218.36,53.64,274.33,SYNTHETIC
2025-08-10,80.04,151.95,208.41,51.56,268.8,SYNTHETIC
2025-08-11,83.45,156.72,206.19,50.68,283.14,SYNTHETIC
2025-08-12,83.25,153.93,195.84,48.03,311.67,SYNTHETIC
2025-08-13,83.27,154.22,195.97,47.3,292.06,SYNTHETIC
2025-08-14,85.77,157.83,191.21,44.76,300.54,SYNTHETIC
2025-08-15,87.86,154.42,193.94,43.85,303.78,SYNTHETIC
2025-08-16,81.6,156.84,195.96,43.51,309.15,SYNTHETIC
2025-08-17,86.01,155.64,194.01,43.56,318.87,SYNTHETIC
2025-08-18,84.34,153.74,199.1,44.41,338.56,SYNTHETIC
2025-08-19,89.5,162.55,219.48,45.26,337.87,SYNTHETIC
2025-08-20,90.68,149.75,206.58,45.4,364.55,SYNTHETIC
2025-08-21,88.51,149.79,223.9,48.28,350.7,SYNTHETIC
2025-08-22,89.0,141.19,216.99,48.82,360.42,SYNTHETIC
2025-08-23,95.24,140.07,207.58,51.42,343.66,SYNTHETIC
2025-08-24,92.53,135.82,201.16,51.79,327.36,SYNTHETIC
2025-08-25,86.07,151.2,206.77,50.61,333.44,SYNTHETIC
2025-08-26,85.62,147.83,208.61,48.03,343.01,SYNTHETIC
2025-08-27,91.24,146.81,204.55,42.65,336.8,SYNTHETIC
2025-08-28,98.01,142.93,200.88,42.16,344.38,SYNTHETIC
2025-08-29,102.35,148.19,196.04,40.23,336.38,SYNTHETIC
2025-08-30,93.95,144.92,200.78,40.63,350.59,SYNTHETIC
2025-08-31,93.33,140.87,210.04,43.62,333.41,SYNTHETIC
2025-09-01,91.77,152.07,208.5,39.44,336.82,SYNTHETIC
2025-09-02,91.46,156.45,204.03,41.25,341.12,SYNTHETIC
2025-09-03,87.49,157.65,201.8,38.63,344.42,SYNTHETIC
2025-09-04,86.92,171.68,186.1,35.41,345.15,SYNTHETIC
2025-09-05,82.73,167.09,186.57,40.48,344.4,SYNTHETIC
2025-09-06,92.68,161.54,190.09,42.43,314.21,SYNTHETIC
2025-09-07,93.29,156.24,188.25,36.86,297.92,SYNTHETIC
2025-09-08,91.57,163.05,185.51,40.09,311.53,SYNTHETIC
2025-09-09,87.01,158.76,194.22,40.08,321.24,SYNTHETIC
2025-09-10,91.38,165.43,197.06,43.51,338.71,SYNTHETIC
