date,bdi,bci,bsi,bhsi,data_source
2025-02-08,1569,2109,1111,924,SYNTHETIC
2025-02-09,1416,1768,1083,706,SYNTHETIC
2025-02-10,1418,1738,1153,749,SYNTHETIC
2025-02-11,1454,1705,1109,826,SYNTHETIC
2025-02-12,1554,1957,1222,870,SYNTHETIC
2025-02-13,1564,2097,1161,925,SYNTHETIC
2025-02-14,1637,2026,1159,963,SYNTHETIC
2025-02-15,1632,2145,1321,868,SYNTHETIC
2025-02-16,1547,1933,1201,771,SYNTHETIC
2025-02-17,1432,1836,1136,870,SYNTHETIC
2025-02-18,1357,1580,1151,740,SYNTHETIC
2025-02-19,1252,1540,940,793,SYNTHETIC
2025-02-20,1310,1688,994,796,SYNTHETIC
2025-02-21,1299,1587,1077,724,SYNTHETIC
2025-02-22,1351,1726,901,815,SYNTHETIC
2025-02-23,1361,1744,981,788,SYNTHETIC
2025-02-24,1449,1679,1226,848,SYNTHETIC
2025-02-25,1535,1888,1229,987,SYNTHETIC
2025-02-26,1482,1832,966,743,SYNTHETIC
2025-02-27,1461,1829,1101,827,SYNTHETIC
2025-02-28,1419,1796,1049,749,SYNTHETIC
2025-03-01,1292,1686,992,711,SYNTHETIC
2025-03-02,1352,1649,885,637,SYNTHETIC
2025-03-03,1452,1790,1223,687,SYNTHETIC
2025-03-04,1453,1944,985,744,SYNTHETIC
2025-03-05,1415,1756,978,773,SYNTHETIC
2025-03-06,1504,1874,1110,886,SYNTHETIC
2025-03-07,1317,1598,935,806,SYNTHETIC
2025-03-08,1336,1568,1096,774,SYNTHETIC
2025-03-09,1353,1739,924,875,SYNTHETIC
2025-03-10,1312,1572,898,632,SYNTHETIC
2025-03-11,1428,1803,1202,709,SYNTHETIC
2025-03-12,1508,1857,1036,872,SYNTHETIC
2025-03-13,1487,1839,975,852,SYNTHETIC
2025-03-14,1481,1761,1138,781,SYNTHETIC
2025-03-15,1450,1872,1002,871,SYNTHETIC
2025-03-16,1411,1850,934,663,SYNTHETIC
2025-03-17,1309,1733,899,674,SYNTHETIC
2025-03-18,1425,1769,1001,887,SYNTHETIC
2025-03-19,1509,1895,1174,859,SYNTHETIC
2025-03-20,1573,2001,1207,817,SYNTHETIC
2025-03-21,1483,1956,1147,909,SYNTHETIC
2025-03-22,1650,2131,1170,945,SYNTHETIC
2025-03-23,1804,2105,1221,854,SYNTHETIC
2025-03-24,1810,2192,1242,1065,SYNTHETIC
2025-03-25,1728,2164,1268,825,SYNTHETIC
2025-03-26,1652,2027,1135,953,SYNTHETIC
2025-03-27,1681,2166,1309,1092,SYNTHETIC
2025-03-28,1602,2021,1198,766,SYNTHETIC
2025-03-29,1597,1937,1182,735,SYNTHETIC
2025-03-30,1681,2054,1096,802,SYNTHETIC
2025-03-31,1555,2042,1310,857,SYNTHETIC
2025-04-01,1714,2140,1348,913,SYNTHETIC
2025-04-02,1832,2415,1370,855,SYNTHETIC
2025-04-03,1724,1993,1383,876,SYNTHETIC
2025-04-04,1604,1933,1215,775,SYNTHETIC
2025-04-05,1578,1959,1260,952,SYNTHETIC
2025-04-06,1493,1881,1004,706,SYNTHETIC
2025-04-07,1472,1921,1199,770,SYNTHETIC
2025-04-08,1267,1665,834,752,SYNTHETIC
2025-04-09,1255,1581,1064,590,SYNTHETIC
2025-04-10,1407,1851,1126,717,SYNTHETIC
2025-04-11,1320,1782,977,686,SYNTHETIC
2025-04-12,1304,1712,962,846,SYNTHETIC
2025-04-13,1190,1554,830,729,SYNTHETIC
2025-04-14,1251,1586,901,740,SYNTHETIC
2025-04-15,1240,1583,847,592,SYNTHETIC
2025-04-16,1403,1672,970,648,SYNTHETIC
2025-04-17,1423,1736,1005,793,SYNTHETIC
2025-04-18,1395,1695,1103,708,SYNTHETIC
2025-04-19,1442,1736,1185,933,SYNTHETIC
2025-04-20,1404,1805,939,902,SYNTHETIC
2025-04-21,1299,1699,1083,842,SYNTHETIC
2025-04-22,1329,1760,898,828,SYNTHETIC
2025-04-23,1321,1585,1046,813,SYNTHETIC
2025-04-24,1339,1744,1052,734,SYNTHETIC
2025-04-25,1374,1739,967,732,SYNTHETIC
2025-04-26,1337,1659,1038,837,SYNTHETIC
2025-04-27,1376,1608,1036,695,SYNTHETIC
2025-04-28,1518,2031,1099,972,SYNTHETIC
2025-04-29,1429,1737,929,864,SYNTHETIC
2025-04-30,1570,2036,1250,850,SYNTHETIC
2025-05-01,1549,1987,1117,716,SYNTHETIC
2025-05-02,1486,1868,1030,796,SYNTHETIC
2025-05-03,1680,2004,1182,1034,SYNTHETIC
2025-05-04,1687,2055,1292,950,SYNTHETIC
2025-05-05,1791,2234,1287,1050,SYNTHETIC
2025-05-06,1848,2143,1238,1121,SYNTHETIC
2025-05-07,1703,2115,1149,1058,SYNTHETIC
2025-05-08,1707,2114,1109,1095,SYNTHETIC
2025-05-09,1659,1974,1306,790,SYNTHETIC
2025-05-10,1546,1980,1054,984,SYNTHETIC
2025-05-11,1403,1691,1096,701,SYNTHETIC
2025-05-12,1414,1732,1175,683,SYNTHETIC
2025-05-13,1464,1800,1041,863,SYNTHETIC
2025-05-14,1496,1791,1169,884,SYNTHETIC
2025-05-15,1472,1693,1097,701,SYNTHETIC
2025-05-16,1409,1684,1107,636,SYNTHETIC
2025-05-17,1333,1718,1084,863,SYNTHETIC
2025-05-18,1293,1597,875,600,SYNTHETIC
2025-05-19,1217,1493,969,572,SYNTHETIC
2025-05-20,1209,1466,999,577,SYNTHETIC
2025-05-21,1216,1587,973,579,SYNTHETIC
2025-05-22,1153,1555,782,641,SYNTHETIC
2025-05-23,1145,1318,893,616,SYNTHETIC
2025-05-24,1094,1417,849,525,SYNTHETIC
2025-05-25,1106,1363,871,688,SYNTHETIC
2025-05-26,1159,1353,776,696,SYNTHETIC
2025-05-27,1183,1500,860,760,SYNTHETIC
2025-05-28,1230,1492,834,622,SYNTHETIC
2025-05-29,1106,1291,841,630,SYNTHETIC
2025-05-30,1088,1383,876,640,SYNTHETIC
2025-05-31,1122,1481,877,572,SYNTHETIC
2025-06-01,1185,1485,891,710,SYNTHETIC
2025-06-02,1066,1290,705,671,SYNTHETIC
2025-06-03,1092,1465,818,516,SYNTHETIC
2025-06-04,1201,1501,923,667,SYNTHETIC
2025-06-05,1196,1609,1013,761,SYNTHETIC
2025-06-06,1197,1408,984,675,SYNTHETIC
2025-06-07,1242,1519,977,748,SYNTHETIC
2025-06-08,1270,1703,1021,575,SYNTHETIC
2025-06-09,1331,1548,935,609,SYNTHETIC
2025-06-10,1341,1559,1084,739,SYNTHETIC
2025-06-11,1358,1733,1019,724,SYNTHETIC
2025-06-12,1300,1678,866,724,SYNTHETIC
2025-06-13,1292,1646,912,661,SYNTHETIC
2025-06-14,1399,1752,966,855,SYNTHETIC
2025-06-15,1386,1742,1009,799,SYNTHETIC
2025-06-16,1375,1812,1081,637,SYNTHETIC
2025-06-17,1340,1728,1066,830,SYNTHETIC
2025-06-18,1408,1635,939,756,SYNTHETIC
2025-06-19,1342,1665,1036,687,SYNTHETIC
2025-06-20,1420,1843,1133,672,SYNTHETIC
2025-06-21,1347,1740,1064,650,SYNTHETIC
2025-06-22,1267,1699,956,768,SYNTHETIC
2025-06-23,1290,1670,882,613,SYNTHETIC
2025-06-24,1307,1708,920,820,SYNTHETIC
2025-06-25,1337,1744,877,817,SYNTHETIC
2025-06-26,1427,1718,945,845,SYNTHETIC
2025-06-27,1396,1766,929,755,SYNTHETIC
2025-06-28,1434,1753,1075,808,SYNTHETIC
2025-06-29,1363,1668,956,641,SYNTHETIC
2025-06-30,1468,1857,1167,728,SYNTHETIC
2025-07-01,1520,1903,1001,946,SYNTHETIC
2025-07-02,1562,1873,1163,822,SYNTHETIC
2025-07-03,1575,1859,1317,979,SYNTHETIC
2025-07-04,1510,1904,1258,903,SYNTHETIC
2025-07-05,1484,1831,1060,791,SYNTHETIC
2025-07-06,1524,1973,1073,709,SYNTHETIC
2025-07-07,1522,1864,1142,959,SYNTHETIC
2025-07-08,1531,1816,1242,989,SYNTHETIC
2025-07-09,1421,1906,943,772,SYNTHETIC
2025-07-10,1438,1735,1178,741,SYNTHETIC
2025-07-11,1385,1746,902,678,SYNTHETIC
2025-07-12,1302,1644,925,748,SYNTHETIC
2025-07-13,1295,1610,995,710,SYNTHETIC
2025-07-14,1153,1504,794,726,SYNTHETIC
2025-07-15,1219,1587,852,550,SYNTHETIC
2025-07-16,1296,1596,902,673,SYNTHETIC
2025-07-17,1297,1710,1071,830,SYNTHETIC
2025-07-18,1224,1408,956,758,SYNTHETIC
2025-07-19,1157,1498,776,643,SYNTHETIC
2025-07-20,1155,1383,864,533,SYNTHETIC
2025-07-21,971,1311,769,455,SYNTHETIC
2025-07-22,1002,1337,831,555,SYNTHETIC
2025-07-23,1070,1380,775,690,SYNTHETIC
2025-07-24,1058,1234,707,504,SYNTHETIC
2025-07-25,1031,1355,686,581,SYNTHETIC
2025-07-26,1060,1311,893,527,SYNTHETIC
2025-07-27,1101,1324,785,672,SYNTHETIC
2025-07-28,1201,1549,957,616,SYNTHETIC
2025-07-29,1211,1459,805,594,SYNTHETIC
2025-07-30,1165,1521,893,560,SYNTHETIC
2025-07-31,1138,1346,845,604,SYNTHETIC
2025-08-01,1163,1462,980,571,SYNTHETIC
2025-08-02,1298,1572,912,615,SYNTHETIC
2025-08-03,1278,1510,1006,786,SYNTHETIC
2025-08-04,1201,1548,790,741,SYNTHETIC
2025-08-05,1140,1386,762,569,SYNTHETIC
2025-08-06,983,1200,740,575,SYNTHETIC
2025-08-07,1025,1232,869,467,SYNTHETIC
2025-08-08,930,1145,689,558,SYNTHETIC
2025-08-09,849,1018,630,518,SYNTHETIC
2025-08-10,710,836,463,437,SYNTHETIC
2025-08-11,644,868,435,396,SYNTHETIC
2025-08-12,715,876,555,414,SYNTHETIC
2025-08-13,634,803,445,388,SYNTHETIC
2025-08-14,520,600,345,328,SYNTHETIC
2025-08-15,564,698,381,356,SYNTHETIC
2025-08-16,564,743,404,259,SYNTHETIC
2025-08-17,627,779,429,354,SYNTHETIC
2025-08-18,713,937,519,325,SYNTHETIC
2025-08-19,735,946,503,362,SYNTHETIC
2025-08-20,655,777,462,410,SYNTHETIC
2025-08-21,670,775,518,334,SYNTHETIC
2025-08-22,735,889,538,411,SYNTHETIC
2025-08-23,711,827,502,339,SYNTHETIC
2025-08-24,620,738,512,344,SYNTHETIC
2025-08-25,734,937,595,447,SYNTHETIC
2025-08-26,724,976,584,378,SYNTHETIC
2025-08-27,715,900,534,452,SYNTHETIC
2025-08-28,740,925,538,359,SYNTHETIC
2025-08-29,845,1025,586,531,SYNTHETIC
2025-08-30,885,1156,586,574,SYNTHETIC
2025-08-31,877,1102,705,570,SYNTHETIC
2025-09-01,950,1278,637,552,SYNTHETIC
2025-09-02,1139,1370,926,721,SYNTHETIC
2025-09-03,1261,1464,1070,622,SYNTHETIC
2025-09-04,1322,1744,1070,688,SYNTHETIC
2025-09-05,1237,1630,1013,600,SYNTHETIC
2025-09-06,1545,1960,1253,911,SYNTHETIC
2025-09-07,1448,1930,949,854,SYNTHETIC
2025-09-08,1420,1902,1083,799,SYNTHETIC
2025-09-09,1366,1623,1158,855,SYNTHETIC
2025-09-10,1500,1873,1068,822,SYNTHETIC
