Date,Week,Month,Year,Truck,Rail,Barge,Gulf_Vessel,Pacific_Vessel
2011-03-02,9,2,2011,140.0,85.0,152.28,142.38,156.77
2011-03-09,10,3,2011,146.0,87.0,193.57,150.01,161.52
2011-03-16,11,3,2011,147.0,90.0,170.02,152.56,166.27
2011-03-23,12,3,2011,147.0,82.0,150.14,150.01,171.02
2011-03-30,13,3,2011,148.0,84.0,155.04,150.01,166.27
2011-04-06,14,4,2011,150.0,78.0,144.33,147.47,161.52
2011-04-13,15,4,2011,154.0,76.0,131.18,134.76,147.27
2011-04-20,16,4,2011,155.0,80.0,126.29,132.21,142.52
2011-04-27,17,4,2011,155.0,77.0,122.93,128.4,133.02
2011-05-04,18,5,2011,156.0,76.0,140.66,129.67,142.52
2011-05-11,19,5,2011,155.0,79.0,129.96,134.76,142.52
2011-05-18,20,5,2011,153.0,83.0,129.04,134.76,142.52
2011-05-25,21,5,2011,151.0,80.0,137.3,130.94,137.77
2011-06-01,22,5,2011,149.0,79.0,141.58,136.03,147.27
2011-06-08,23,6,2011,149.0,84.0,136.69,134.76,142.52
2011-06-15,24,6,2011,149.0,83.0,136.38,137.3,147.27
2011-06-22,25,6,2011,149.0,78.0,137.61,137.3,144.89
2011-06-29,26,6,2011,147.0,80.0,136.08,132.21,137.77
2011-07-06,27,7,2011,145.0,81.0,140.66,132.21,133.02
2011-07-13,28,7,2011,147.0,80.0,137.3,134.76,137.77
2011-07-20,29,7,2011,148.0,80.0,131.8,130.94,130.64
2011-07-27,30,7,2011,149.0,77.0,119.26,129.67,128.27
2011-08-03,31,7,2011,149.0,75.0,110.7,132.21,130.64
2011-08-10,32,8,2011,147.0,74.0,115.28,128.4,128.27
2011-08-17,33,8,2011,145.0,79.0,129.35,129.67,133.02
2011-08-24,34,8,2011,144.0,78.0,133.02,134.76,152.02
2011-08-31,35,8,2011,144.0,79.0,140.05,138.57,161.52
2011-09-07,36,9,2011,146.0,78.0,140.66,137.3,163.9
2011-09-14,37,9,2011,146.0,80.0,145.25,137.3,166.27
2011-09-21,38,9,2011,145.0,87.0,158.4,139.84,163.9
2011-09-28,39,9,2011,143.0,80.0,172.16,139.84,152.02
2011-10-05,40,10,2011,141.0,91.0,171.86,139.84,152.02
2011-10-12,41,10,2011,140.0,93.0,160.54,142.38,161.52
2011-10-19,42,10,2011,143.0,80.0,151.67,150.01,171.02
2011-10-26,43,10,2011,144.0,83.0,150.76,150.01,166.27
2011-11-02,44,10,2011,147.0,81.0,148.31,147.47,161.52
2011-11-09,45,11,2011,147.0,82.0,135.47,144.93,152.02
2011-11-16,46,11,2011,150.0,81.0,135.47,143.66,147.27
2011-11-23,47,11,2011,151.0,83.0,129.35,146.2,152.02
2011-11-30,48,11,2011,150.0,84.0,123.85,144.93,147.27
2011-12-07,49,12,2011,148.0,85.0,128.43,142.38,140.14
2011-12-14,50,12,2011,147.0,88.0,116.2,142.38,140.14
2011-12-21,51,12,2011,144.0,86.0,107.94,146.2,142.52
2011-12-28,52,12,2011,143.0,84.0,104.58,144.93,137.77
2012-01-04,1,1,2012,143.0,84.0,104.89,142.38,140.14
2012-01-11,2,1,2012,144.0,83.0,111.0,142.38,137.77
2012-01-18,3,1,2012,145.0,83.0,110.7,129.67,128.27
2012-01-25,4,1,2012,145.0,85.0,117.73,129.67,128.27
2012-02-01,5,1,2012,145.0,84.0,141.28,124.59,123.52
2012-02-08,6,2,2012,146.0,86.0,120.79,119.5,118.76
2012-02-15,7,2,2012,149.0,85.0,129.35,127.13,137.77
2012-02-22,8,2,2012,149.0,85.0,123.85,127.13,137.77
2012-02-29,9,2,2012,153.0,86.0,117.12,124.59,137.77
2012-03-07,10,3,2012,154.0,86.0,106.11,124.59,142.52
2012-03-14,11,3,2012,156.0,86.0,105.5,124.59,142.52
2012-03-21,12,3,2012,158.0,85.0,110.7,124.59,137.77
2012-03-28,13,3,2012,158.0,85.0,107.94,129.67,140.14
2012-04-04,14,4,2012,156.0,85.0,99.38,129.67,140.14
2012-04-11,15,4,2012,157.0,85.0,97.85,129.67,137.77
2012-04-18,16,4,2012,156.0,82.0,100.3,133.49,140.14
2012-04-25,17,4,2012,154.0,85.0,98.77,136.03,142.52
2012-05-02,18,4,2012,154.0,83.0,103.05,137.3,144.89
2012-05-09,19,5,2012,153.0,86.0,107.03,132.21,137.77
2012-05-16,20,5,2012,151.0,86.0,104.89,127.13,125.89
2012-05-23,21,5,2012,149.0,87.0,98.77,129.67,125.89
2012-05-30,22,5,2012,147.0,87.0,100.91,127.13,121.14
2012-06-06,23,6,2012,145.0,86.0,87.15,123.32,114.01
2012-06-13,24,6,2012,143.0,83.0,86.85,124.59,116.39
2012-06-20,25,6,2012,142.0,81.0,84.7,128.4,128.27
2012-06-27,26,6,2012,139.0,88.0,82.56,123.32,121.14
2012-07-04,27,7,2012,138.0,84.0,97.85,122.04,118.76
2012-07-11,28,7,2012,139.0,85.0,107.94,124.59,128.27
2012-07-18,29,7,2012,139.0,87.0,125.07,128.4,135.39
2012-07-25,30,7,2012,143.0,84.0,107.03,129.67,137.77
2012-08-01,31,7,2012,143.0,85.0,108.56,128.4,133.02
2012-08-08,32,8,2012,145.0,87.0,93.27,127.13,133.02
2012-08-15,33,8,2012,149.0,83.0,111.61,127.13,128.27
2012-08-22,34,8,2012,152.0,83.0,100.91,127.13,128.27
2012-08-29,35,8,2012,154.0,84.0,133.94,127.13,125.89
2012-09-05,36,9,2012,156.0,84.0,152.9,124.59,121.14
2012-09-12,37,9,2012,156.0,88.0,168.19,122.04,114.01
2012-09-19,38,9,2012,156.0,96.0,191.12,122.04,114.01
2012-09-26,39,9,2012,154.0,97.0,185.92,119.5,114.01
2012-10-03,40,9,2012,154.0,96.0,193.57,119.5,114.01
2012-10-10,41,10,2012,154.0,97.0,156.87,124.59,128.27
2012-10-17,42,10,2012,157.0,92.0,152.9,124.59,128.27
2012-10-24,43,10,2012,155.0,90.0,179.81,124.59,133.02
2012-10-31,44,10,2012,152.0,90.0,167.27,120.77,128.27
2012-11-07,45,11,2012,151.0,90.0,181.95,119.5,125.89
2012-11-14,46,11,2012,150.0,90.0,162.99,116.96,123.52
2012-11-21,47,11,2012,150.0,91.0,183.48,116.96,123.52
2012-11-28,48,11,2012,152.0,91.0,187.45,118.23,125.89
2012-12-05,49,12,2012,152.0,90.0,175.83,118.23,123.52
2012-12-12,50,12,2012,151.0,90.0,183.48,115.69,118.76
2012-12-19,51,12,2012,149.0,93.0,175.83,114.42,114.01
2012-12-26,52,12,2012,148.0,94.0,172.16,113.15,114.01
2013-01-02,53,12,2012,148.0,94.0,152.9,113.15,114.01
2013-01-09,1,1,2013,148.0,92.0,114.06,113.15,114.01
2013-01-16,2,1,2013,147.0,92.0,106.42,118.23,128.27
2013-01-23,3,1,2013,147.0,92.0,101.83,116.96,114.01
2013-01-30,4,1,2013,148.0,91.0,100.91,116.96,114.01
2013-02-06,5,2,2013,152.0,92.0,98.77,116.96,114.01
2013-02-13,6,2,2013,155.0,94.0,99.38,116.96,114.01
2013-02-20,7,2,2013,157.0,96.0,99.38,118.23,116.39
2013-02-27,8,2,2013,157.0,92.0,99.99,118.23,118.76
2013-03-06,9,3,2013,156.0,92.0,99.38,119.5,118.76
2013-03-13,10,3,2013,154.0,92.0,99.38,122.04,118.76
2013-03-20,11,3,2013,154.0,93.0,93.88,122.04,118.76
2013-03-27,12,3,2013,151.0,91.0,89.6,124.59,123.52
2013-04-03,13,3,2013,151.0,90.0,80.42,124.59,123.52
2013-04-10,14,4,2013,150.0,89.0,87.15,120.77,118.76
2013-04-17,15,4,2013,149.0,89.0,83.48,120.77,118.76
2013-04-24,16,4,2013,147.0,89.0,0.0,120.77,118.76
2013-05-01,17,4,2013,145.0,91.0,0.0,118.23,116.39
2013-05-08,18,5,2013,145.0,92.0,88.07,114.42,114.01
2013-05-15,19,5,2013,146.0,92.0,85.01,114.42,114.01
2013-05-22,20,5,2013,147.0,92.0,83.48,113.15,111.64
2013-05-29,21,5,2013,146.0,93.0,94.8,114.42,111.64
2013-06-05,22,6,2013,146.0,94.0,96.32,111.87,106.89
2013-06-12,23,6,2013,145.0,94.0,89.6,111.87,106.89
2013-06-19,24,6,2013,145.0,95.0,90.21,115.69,114.01
2013-06-26,25,6,2013,145.0,93.0,98.77,116.96,114.01
2013-07-03,26,6,2013,144.0,93.0,93.88,116.96,114.01
2013-07-10,27,7,2013,144.0,91.0,88.07,115.69,114.01
2013-07-17,28,7,2013,146.0,92.0,86.23,115.69,114.01
2013-07-24,29,7,2013,147.0,92.0,81.03,118.23,117.58
2013-07-31,30,7,2013,148.0,92.0,78.89,116.96,114.01
2013-08-07,31,8,2013,148.0,93.0,87.15,118.23,117.58
2013-08-14,32,8,2013,147.0,92.0,107.64,115.69,114.01
2013-08-21,33,8,2013,147.0,93.0,108.56,114.42,114.01
2013-08-28,34,8,2013,148.0,95.0,119.87,114.42,116.39
2013-09-04,35,9,2013,150.0,97.0,129.96,115.69,118.76
2013-09-11,36,9,2013,150.0,99.0,138.52,120.77,128.27
2013-09-18,37,9,2013,150.0,97.0,168.19,128.4,147.27
2013-09-25,38,9,2013,149.0,106.0,170.63,132.21,152.02
2013-10-02,39,9,2013,148.0,114.0,181.95,147.47,166.27
2013-10-09,40,10,2013,147.0,114.0,168.19,143.66,161.52
2013-10-16,41,10,2013,147.0,115.0,191.12,146.2,156.77
2013-10-23,42,10,2013,147.0,113.0,196.01,141.11,152.02
2013-10-30,43,10,2013,146.0,118.0,188.98,139.84,147.27
2013-11-06,44,11,2013,146.0,131.0,178.28,138.57,144.89
2013-11-13,45,11,2013,145.0,120.0,211.61,138.57,142.52
2013-11-20,46,11,2013,144.0,102.0,198.77,134.76,133.02
2013-11-27,47,11,2013,145.0,108.0,162.07,134.76,133.02
2013-12-04,48,12,2013,147.0,112.0,165.74,138.57,137.77
2013-12-11,49,12,2013,146.0,132.0,164.52,144.93,144.89
2013-12-18,50,12,2013,146.0,135.0,176.44,151.28,149.64
2013-12-25,51,12,2013,146.0,133.0,180.42,147.47,140.14
2014-01-01,52,12,2013,147.0,130.0,179.5,147.47,140.14
2014-01-08,1,1,2014,148.0,133.0,173.69,147.47,140.14
2014-01-15,2,1,2014,147.0,139.0,171.24,144.93,135.39
2014-01-22,3,1,2014,146.0,133.0,169.71,143.66,133.02
2014-01-29,4,1,2014,147.0,119.0,180.42,143.66,133.02
2014-02-05,5,2,2014,149.0,116.0,0.0,143.66,133.02
2014-02-12,6,2,2014,150.0,137.0,179.5,141.11,133.02
2014-02-19,7,2,2014,151.0,129.0,183.48,132.21,128.27
2014-02-26,8,2,2014,152.0,133.0,181.03,134.76,133.02
2014-03-05,9,3,2014,152.0,133.0,189.59,134.76,133.02
2014-03-12,10,3,2014,152.0,151.0,191.12,132.21,133.02
2014-03-19,11,3,2014,151.0,177.0,176.75,134.76,142.52
2014-03-26,12,3,2014,150.0,136.0,143.42,134.76,137.77
2014-04-02,13,3,2014,150.0,144.0,127.21,130.94,133.02
2014-04-09,14,4,2014,149.0,133.0,113.14,127.13,128.27
2014-04-16,15,4,2014,149.0,123.0,117.42,127.13,128.27
2014-04-23,16,4,2014,150.0,130.0,115.28,120.77,125.89
2014-04-30,17,4,2014,150.0,116.0,110.09,120.77,125.89
2014-05-07,18,5,2014,150.0,110.0,111.61,119.5,125.89
2014-05-14,19,5,2014,149.0,97.0,108.56,118.23,123.52
2014-05-21,20,5,2014,148.0,96.0,114.06,120.77,125.89
2014-05-28,21,5,2014,148.0,104.0,110.09,119.5,123.52
2014-06-04,22,6,2014,148.0,104.0,107.94,116.96,118.76
2014-06-11,23,6,2014,147.0,110.0,114.06,114.42,114.01
2014-06-18,24,6,2014,146.0,107.0,112.23,111.87,109.26
2014-06-25,25,6,2014,148.0,110.0,112.84,110.6,109.26
2014-07-02,26,6,2014,148.0,117.0,115.59,106.79,104.51
2014-07-09,27,7,2014,148.0,103.0,105.5,109.33,111.64
2014-07-16,28,7,2014,147.0,121.0,123.85,109.33,114.01
2014-07-23,29,7,2014,146.0,128.0,167.27,108.06,111.64
2014-07-30,30,7,2014,146.0,146.0,171.24,106.79,110.45
2014-08-06,31,8,2014,145.0,134.0,143.11,105.52,109.26
2014-08-13,32,8,2014,145.0,128.0,135.16,105.52,108.08
2014-08-20,33,8,2014,145.0,123.0,142.81,109.33,114.01
2014-08-27,34,8,2014,144.0,118.0,143.42,111.87,116.39
2014-09-03,35,8,2014,144.0,120.0,182.25,116.96,123.52
2014-09-10,36,9,2014,144.0,123.0,203.96,118.23,123.52
2014-09-17,37,9,2014,143.0,134.0,193.57,118.23,123.52
2014-09-24,38,9,2014,143.0,159.0,252.28,115.69,121.14
2014-10-01,39,9,2014,142.0,183.0,326.28,116.96,121.14
2014-10-08,40,10,2014,141.0,169.0,272.77,119.5,116.39
2014-10-15,41,10,2014,140.0,180.0,254.73,116.96,118.76
2014-10-22,42,10,2014,138.0,135.0,266.96,115.69,116.39
2014-10-29,43,10,2014,137.0,131.0,267.57,116.96,116.39
2014-11-05,44,11,2014,137.0,117.0,259.92,116.96,121.14
2014-11-12,45,11,2014,139.0,104.0,234.54,115.69,118.76
2014-11-19,46,11,2014,138.0,98.0,204.58,113.78,116.39
2014-11-26,47,11,2014,137.0,95.0,168.19,110.6,114.01
2014-12-03,48,11,2014,136.0,95.0,175.83,110.6,114.01
2014-12-10,49,12,2014,133.0,97.0,153.81,108.06,109.26
2014-12-17,50,12,2014,129.0,95.0,151.37,105.52,106.89
2014-12-24,51,12,2014,124.0,97.0,136.69,101.7,102.14
2014-12-31,52,12,2014,121.0,96.0,119.26,101.7,102.14
2015-01-07,1,1,2015,118.0,93.0,122.32,99.16,99.76
2015-01-14,2,1,2015,115.0,88.0,144.33,92.8,95.01
2015-01-21,3,1,2015,111.0,93.0,152.9,88.99,92.64
2015-01-28,4,1,2015,108.0,93.0,143.72,86.45,87.89
2015-02-04,5,2,2015,107.0,92.0,134.55,71.19,76.01
2015-02-11,6,2,2015,107.0,95.0,125.37,71.19,76.01
2015-02-18,7,2,2015,108.0,94.0,128.43,69.92,76.01
2015-02-25,8,2,2015,109.0,94.0,137.61,72.46,80.76
2015-03-04,9,3,2015,111.0,90.0,120.18,78.82,80.76
2015-03-11,10,3,2015,111.0,91.0,111.61,81.36,85.51
2015-03-18,11,3,2015,110.0,95.0,121.4,81.36,85.51
2015-03-25,12,3,2015,108.0,92.0,133.02,81.36,85.51
2015-04-01,13,3,2015,107.0,92.0,129.35,81.36,85.51
2015-04-08,14,4,2015,105.0,91.0,134.55,78.82,80.76
2015-04-15,15,4,2015,104.0,89.0,142.81,78.82,80.76
2015-04-22,16,4,2015,105.0,91.0,123.85,78.82,80.76
2015-04-29,17,4,2015,106.0,91.0,123.85,78.82,80.76
2015-05-06,18,5,2015,108.0,91.0,120.79,78.18,80.76
2015-05-13,19,5,2015,109.0,87.0,124.76,76.28,77.2
2015-05-20,20,5,2015,110.0,88.0,116.2,76.28,77.2
2015-05-27,21,5,2015,110.0,87.0,112.53,76.91,78.38
2015-06-03,22,5,2015,110.0,86.0,114.06,76.28,78.38
2015-06-10,23,6,2015,109.0,86.0,113.14,76.79,78.38
2015-06-17,24,6,2015,108.0,87.0,120.79,78.82,81.95
2015-06-24,25,6,2015,108.0,88.0,,82.63,87.89
2015-07-01,26,6,2015,107.0,88.0,,81.36,85.51
2015-07-08,27,7,2015,107.0,90.0,129.96,81.36,85.51
2015-07-15,28,7,2015,106.0,92.0,116.81,82.63,87.89
2015-07-22,29,7,2015,105.0,91.0,114.67,91.53,92.64
2015-07-29,30,7,2015,103.0,91.0,107.03,90.26,90.26
2015-08-05,31,8,2015,101.0,90.0,100.3,88.99,87.89
2015-08-12,32,8,2015,99.0,89.0,103.05,87.72,86.7
2015-08-19,33,8,2015,99.0,88.0,96.94,90.26,89.07
2015-08-26,34,8,2015,97.0,89.0,103.97,91.53,91.45
2015-09-02,35,8,2015,95.0,87.0,122.32,91.53,90.26
2015-09-09,36,9,2015,96.0,89.0,135.47,91.53,90.26
2015-09-16,37,9,2015,95.0,89.0,152.9,87.72,85.51
2015-09-23,38,9,2015,94.0,99.0,184.39,86.45,85.51
2015-09-30,39,9,2015,93.0,103.0,197.85,84.54,84.32
2015-10-07,40,10,2015,94.0,95.0,181.03,83.91,84.32
2015-10-14,41,10,2015,96.0,94.0,152.9,83.91,84.32
2015-10-21,42,10,2015,96.0,86.0,158.09,84.54,84.32
2015-10-28,43,10,2015,94.0,86.0,128.43,76.91,80.76
2015-11-04,44,11,2015,94.0,84.0,110.7,78.18,80.76
2015-11-11,45,11,2015,94.0,84.0,95.71,78.18,80.76
2015-11-18,46,11,2015,94.0,84.0,103.97,77.55,78.38
2015-11-25,47,11,2015,92.0,84.0,84.09,75.01,73.63
2015-12-02,48,11,2015,91.0,86.0,85.62,,
2015-12-09,49,12,2015,90.0,85.0,85.62,67.38,68.88
2015-12-16,50,12,2015,88.0,86.0,88.68,64.84,66.51
2015-12-23,51,12,2015,86.0,85.0,84.09,64.2,66.51
2015-12-30,52,12,2015,84.339622,85.0,86.54,,
2016-01-06,1,1,2016,83.0,85.0,91.74,64.2,66.51
2016-01-13,2,1,2016,82.0,86.0,87.15,64.2,66.51
2016-01-20,3,1,2016,80.0,88.0,85.62,62.29,64.13
2016-01-27,4,1,2016,78.0,88.0,93.27,59.12,61.76
2016-02-03,5,1,2016,77.0,88.0,90.51,57.84,59.38
2016-02-10,6,2,2016,76.0,87.0,84.7,57.21,59.38
2016-02-17,7,2,2016,75.0,89.0,78.89,57.84,60.57
2016-02-24,8,2,2016,75.0,87.0,77.98,57.21,61.76
2016-03-02,9,2,2016,75.0,86.0,70.33,57.21,61.76
2016-03-09,10,3,2016,76.0,85.0,68.8,57.84,62.95
2016-03-16,11,3,2016,79.0,85.0,71.25,59.75,66.51
2016-03-23,12,3,2016,80.0,87.0,75.84,58.48,66.51
2016-03-30,13,3,2016,80.0,85.0,85.62,58.48,66.51
2016-04-06,14,4,2016,80.0,85.0,85.62,59.75,66.51
2016-04-13,15,4,2016,80.0,85.0,85.01,61.02,68.88
2016-04-20,16,4,2016,82.0,85.0,88.07,62.29,70.07
2016-04-27,17,4,2016,83.0,86.0,81.95,63.56,71.26
2016-05-04,18,5,2016,86.0,85.0,80.42,63.56,71.26
2016-05-11,19,5,2016,86.0,85.0,79.51,63.56,71.26
2016-05-18,20,5,2016,87.0,85.0,78.89,64.84,73.63
2016-05-25,21,5,2016,89.0,88.0,71.86,67.38,76.01
2016-06-01,22,5,2016,90.0,87.0,74.0,69.29,78.38
2016-06-08,23,6,2016,91.0,88.0,83.48,71.19,77.2
2016-06-15,24,6,2016,92.0,89.0,95.71,71.83,76.01
2016-06-22,25,6,2016,92.0,89.0,123.85,71.83,73.63
2016-06-29,26,6,2016,92.0,89.0,122.32,73.1,76.01
2016-07-06,27,7,2016,91.0,91.0,138.52,74.37,76.01
2016-07-13,28,7,2016,91.0,91.0,118.49,79.46,80.76
2016-07-20,29,7,2016,91.0,94.0,129.04,79.46,83.14
2016-07-27,30,7,2016,90.0,95.0,120.79,79.46,83.14
2016-08-03,31,7,2016,89.0,97.0,120.18,75.01,78.38
2016-08-10,32,8,2016,87.0,101.0,111.0,71.83,76.01
2016-08-17,33,8,2016,87.0,103.0,119.26,71.83,76.01
2016-08-24,34,8,2016,89.0,106.0,119.26,74.37,78.38
2016-08-31,35,8,2016,91.0,109.0,117.73,75.01,78.38
2016-09-07,36,9,2016,91.0,107.0,123.85,76.28,78.38
2016-09-14,37,9,2016,91.0,94.0,132.41,77.55,78.38
2016-09-21,38,9,2016,90.0,116.0,127.82,76.28,77.2
2016-09-28,39,9,2016,90.0,112.0,163.6,76.91,78.38
2016-10-05,40,10,2016,90.0,114.0,133.94,76.28,78.38
2016-10-12,41,10,2016,92.0,110.0,105.5,75.64,77.2
2016-10-19,42,10,2016,94.0,109.0,112.53,76.91,83.14
2016-10-26,43,10,2016,94.0,100.0,156.87,80.73,85.51
2016-11-02,44,10,2016,94.0,94.0,137.61,80.73,85.51
2016-11-09,45,11,2016,93.0,94.0,91.74,80.73,84.32
2016-11-16,46,11,2016,92.0,94.0,78.89,81.36,84.32
2016-11-23,47,11,2016,91.0,93.0,74.92,90.26,95.01
2016-11-30,48,11,2016,91.0,93.0,73.39,90.26,91.45
2016-12-07,49,12,2016,94.0,93.0,71.25,94.08,95.01
2016-12-14,50,12,2016,94.0,93.0,79.51,95.35,95.01
2016-12-21,51,12,2016,95.0,96.0,85.01,93.44,91.45
2016-12-28,52,12,2016,96.0,104.0,83.48,90.26,86.7
2017-01-04,1,1,2017,98.0,107.0,81.95,90.26,86.7
2017-01-11,2,1,2017,98.0,109.0,97.85,88.99,84.32
2017-01-18,3,1,2017,98.0,114.0,105.5,88.99,85.51
2017-01-25,4,1,2017,97.0,110.0,114.67,89.63,85.51
2017-02-01,5,1,2017,97.0,116.0,94.18,90.26,85.51
2017-02-08,6,2,2017,97.0,119.0,105.5,89.63,84.32
2017-02-15,7,2,2017,97.0,137.0,96.32,90.9,86.7
2017-02-22,8,2,2017,97.0,119.0,88.68,90.9,87.89
2017-03-01,9,2,2017,97.0,130.0,94.18,92.8,90.26
2017-03-08,10,3,2017,97.0,142.0,93.88,94.71,93.82
2017-03-15,11,3,2017,97.0,104.0,94.8,99.16,100.95
2017-03-22,12,3,2017,96.0,92.0,81.95,97.89,99.76
2017-03-29,13,3,2017,96.0,97.0,77.98,96.62,97.39
2017-04-05,14,4,2017,96.0,89.0,77.98,99.16,100.95
2017-04-12,15,4,2017,97.0,89.0,74.31,99.16,99.76
2017-04-19,16,4,2017,98.0,91.0,74.92,102.34,105.7
2017-04-26,17,4,2017,98.0,90.0,72.78,102.97,104.51
2017-05-03,18,4,2017,97.0,90.0,81.03,101.07,99.76
2017-05-10,19,5,2017,97.0,92.0,93.27,98.53,96.2
2017-05-17,20,5,2017,96.0,93.0,81.03,97.25,93.82
2017-05-24,21,5,2017,96.0,97.0,80.42,94.71,92.64
2017-05-31,22,5,2017,97.0,103.0,85.01,94.08,90.26
2017-06-07,23,6,2017,97.0,95.0,81.95,92.8,87.89
2017-06-14,24,6,2017,95.0,92.0,77.98,91.53,85.51
2017-06-21,25,6,2017,94.0,93.0,90.21,92.17,87.89
2017-06-28,26,6,2017,93.0,93.0,97.24,93.44,90.26
2017-07-05,27,7,2017,93.0,91.0,88.07,94.71,90.26
2017-07-12,28,7,2017,94.0,90.0,95.41,94.08,90.26
2017-07-19,29,7,2017,94.0,92.0,94.18,95.35,91.45
2017-07-26,30,7,2017,95.0,92.0,91.13,97.25,93.82
2017-08-02,31,7,2017,96.0,92.0,91.13,95.35,91.45
2017-08-09,32,8,2017,97.0,91.0,90.21,94.08,90.26
2017-08-16,33,8,2017,211.0,92.0,94.18,94.08,90.26
2017-08-23,34,8,2017,98.0,93.0,104.58,99.16,95.01
2017-08-30,35,8,2017,98.0,99.0,102.44,100.43,97.39
2017-09-06,36,9,2017,104.0,101.0,103.36,98.53,95.01
2017-09-13,37,9,2017,106.0,97.0,105.5,101.7,102.14
2017-09-20,38,9,2017,105.0,99.0,133.02,108.06,111.64
2017-09-27,39,9,2017,105.0,103.0,187.45,108.7,114.01
2017-10-04,40,10,2017,105.0,101.0,236.99,107.42,111.64
2017-10-11,41,10,2017,105.0,102.0,126.29,105.52,109.26
2017-10-18,42,10,2017,105.0,104.0,129.96,108.06,114.01
2017-10-25,43,10,2017,106.0,96.0,122.32,111.87,121.14
2017-11-01,44,10,2017,106.0,94.0,135.47,110.6,117.58
2017-11-08,45,11,2017,109.0,93.0,122.32,109.33,116.39
2017-11-15,46,11,2017,110.0,95.0,116.2,109.33,116.39
2017-11-22,47,11,2017,110.0,97.0,95.71,107.42,114.01
2017-11-29,48,11,2017,110.0,96.0,91.74,,
2017-12-06,49,12,2017,110.0,97.0,87.15,112.51,117.58
2017-12-13,50,12,2017,110.0,96.0,85.01,112.51,117.58
2017-12-20,51,12,2017,109.0,95.0,85.01,115.69,119.95
2017-12-27,52,12,2017,110.0,98.0,89.6,112.51,117.58
2018-01-03,53,12,2017,112.0,100.0,103.36,,
2018-01-10,1,1,2018,113.0,98.0,109.47,109.33,114.01
2018-01-17,2,1,2018,114.0,102.0,122.32,113.78,116.39
2018-01-24,3,1,2018,114.0,99.0,100.61,113.15,116.39
2018-01-31,4,1,2018,113.0,100.0,109.47,113.78,118.76
2018-02-07,5,2,2018,116.0,98.0,111.0,112.51,116.39
2018-02-14,6,2,2018,116.0,103.0,114.06,109.33,110.45
2018-02-21,7,2,2018,114.0,107.0,116.2,109.33,110.45
2018-02-28,8,2,2018,113.0,117.0,119.26,111.87,112.83
2018-03-07,9,3,2018,113.0,112.0,144.95,113.15,114.01
2018-03-14,10,3,2018,112.0,112.0,174.3,114.42,114.01
2018-03-21,11,3,2018,112.0,100.0,145.25,115.05,116.39
2018-03-28,12,3,2018,114.0,103.0,149.23,115.05,116.39
2018-04-04,13,4,2018,115.0,106.0,170.63,114.42,116.39
2018-04-11,14,4,2018,115.0,105.0,181.03,111.87,115.2
2018-04-18,15,4,2018,117.0,108.0,197.24,111.87,115.2
2018-04-25,16,4,2018,118.0,111.0,162.07,111.87,114.01
2018-05-02,17,4,2018,119.0,109.0,133.94,112.51,114.01
2018-05-09,18,5,2018,120.0,102.0,141.58,112.51,114.01
2018-05-16,19,5,2018,122.0,106.0,145.25,111.87,116.39
2018-05-23,20,5,2018,124.0,103.0,147.39,111.87,116.39
2018-05-30,21,5,2018,124.0,104.0,149.84,110.6,115.2
2018-06-06,22,6,2018,124.0,106.0,163.6,106.79,115.2
2018-06-13,23,6,2018,123.0,102.0,173.69,109.33,116.39
2018-06-20,24,6,2018,122.0,106.0,139.44,111.87,118.76
2018-06-27,25,6,2018,121.0,105.0,136.69,110.6,117.58
2018-07-04,26,7,2018,122.0,108.0,128.13,109.97,116.39
2018-07-11,27,7,2018,122.0,105.0,127.21,110.6,117.58
2018-07-18,28,7,2018,122.0,105.0,126.29,111.87,117.58
2018-07-25,29,7,2018,122.0,99.0,136.08,111.87,117.58
2018-08-01,30,7,2018,122.0,98.0,165.74,111.87,117.58
2018-08-08,31,8,2018,122.0,97.0,181.95,111.24,115.2
2018-08-15,32,8,2018,121.0,99.0,160.54,111.87,115.2
2018-08-22,33,8,2018,121.0,101.0,142.19,114.42,117.58
2018-08-29,34,8,2018,122.0,98.0,181.33,116.96,118.76
2018-09-05,35,9,2018,123.0,99.0,164.52,116.96,118.76
2018-09-12,36,9,2018,123.0,96.0,149.23,116.96,118.76
2018-09-19,37,9,2018,123.0,97.0,158.4,117.59,118.76
2018-09-26,38,9,2018,123.0,99.0,147.7,118.87,121.14
2018-10-03,39,9,2018,125.0,102.0,159.93,120.14,125.89
2018-10-10,40,10,2018,128.0,100.0,152.9,120.77,127.08
2018-10-17,41,10,2018,128.0,98.0,155.34,125.86,131.83
2018-10-24,42,10,2018,128.0,102.0,155.34,126.49,131.83
2018-10-31,43,10,2018,127.0,100.0,145.25,125.22,130.64
2018-11-07,44,11,2018,126.0,97.0,109.47,124.59,129.45
2018-11-14,45,11,2018,125.0,96.0,102.44,123.32,128.27
2018-11-21,46,11,2018,124.0,96.0,97.85,122.04,127.08
2018-11-28,47,11,2018,123.0,98.0,98.77,,
2018-12-05,48,12,2018,121.0,99.0,103.97,122.04,124.7
2018-12-12,49,12,2018,119.0,99.0,126.29,122.04,123.52
2018-12-19,50,12,2018,118.0,97.0,137.61,122.04,122.33
2018-12-26,51,12,2018,116.0,102.0,117.12,122.04,122.33
2019-01-02,52,12,2018,115.0,102.0,118.65,,
2019-01-09,1,1,2019,114.0,97.0,122.32,119.5,118.76
